0,Symbol,Sequence_ID,Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),DecodePub_Protein(short name),DecodePub_Protein(full name),DecodePub_Gene,DecodePub_UniProt,DecodePub_Ensembl.Gene.ID,DecodePub_Entrez.Gene.ID,DecodePub_HGNC.ID
10621_26_PRR16_PRR16.txt.gz,PRR16,10621_26,5,120464300.0,120687332.0,PRR16,Protein Largen,PRR16,Q569H4,ENSG00000184838,51334,HGNC:29654
10623_19_MUC1_MUC1.txt.gz,MUC1,10623_19,1,155185824.0,155192916.0,MUC1,Mucin-1,MUC1,P15941,,4582,HGNC:7508
10624_45_SPINK13_ISK13.txt.gz,SPINK13,10624_45,5,148268180.0,148286255.0,ISK13,Serine protease inhibitor Kazal-type 13,SPINK13,Q1W4C9,ENSG00000214510,153218,HGNC:27200
10627_87_APLP2_APLP2.txt.gz,APLP2,10627_87,11,130068147.0,130144811.0,APLP2,Amyloid-like protein 2,APLP2,Q06481,ENSG00000084234,334,HGNC:598
10630_5_HTATIP2_HTAI2.txt.gz,HTATIP2,10630_5,11,20363685.0,20383782.0,HTAI2,Oxidoreductase HTATIP2,HTATIP2,Q9BUP3,ENSG00000109854,10553,HGNC:16637
10637_50_KIAA1324_K1324.txt.gz,KIAA1324,10637_50,1,109113679.0,109206781.0,K1324,UPF0577 protein KIAA1324,KIAA1324,Q6UXG2,ENSG00000116299,57535,HGNC:29618
10638_1_TINF2_TINF2.txt.gz,TINF2,10638_1,14,24238286.0,24242663.0,TINF2,TERF1-interacting nuclear factor 2,TINF2,Q9BSI4,ENSG00000092330,26277,HGNC:11824
10643_16_OLFM3_NOE3.txt.gz,OLFM3,10643_16,1,101802560.0,101996926.0,NOE3,Noelin-3,OLFM3,Q96PB7,ENSG00000118733,118427,HGNC:17990
10647_18_ASCC1_ASCC1.txt.gz,ASCC1,10647_18,10,72096032.0,72217134.0,ASCC1,Activating signal cointegrator 1 complex subunit 1,ASCC1,Q8N9N2,ENSG00000138303,51008,HGNC:24268
10663_42_INSIG1_INSI1.txt.gz,INSIG1,10663_42,7,155297776.0,155310235.0,INSI1,Insulin-induced gene 1 protein,INSIG1,O15503,ENSG00000186480,3638,HGNC:6083
10666_7_GNPTG_GNPTG.txt.gz,GNPTG,10666_7,16,1351931.0,1365737.0,GNPTG,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,Q9UJJ9,ENSG00000090581,84572,HGNC:23026
10667_78_C1orf185_CA185.txt.gz,C1orf185,10667_78,1,51102221.0,51148086.0,CA185,Uncharacterized protein C1orf185,C1orf185,Q5T7R7,ENSG00000204006,284546,HGNC:28096
10668_5_STX4_STX4.txt.gz,STX4,10668_5,16,31032889.0,31042975.0,STX4,Syntaxin-4,STX4,Q12846,ENSG00000103496,6810,HGNC:11439
10672_75_SFTPB_SP_B.txt.gz,SFTPB,10672_75,2,85657314.0,85668741.0,SP-B,Pulmonary surfactant-associated protein B,SFTPB,P07988,ENSG00000168878,6439,HGNC:10801
10675_223_TMX2_TMX2.txt.gz,TMX2,10675_223,11,57712593.0,57740973.0,TMX2,Thioredoxin-related transmembrane protein 2,TMX2,Q9Y320,ENSG00000213593,51075,HGNC:30739
10677_9_NDUFB4_NDUB4.txt.gz,NDUFB4,10677_9,3,120596328.0,120602507.0,NDUB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,O95168,ENSG00000065518,4710,HGNC:7699
10693_43_KLRG2_KLRG2.txt.gz,KLRG2,10693_43,7,139452690.0,139483673.0,KLRG2,Killer cell lectin-like receptor subfamily G member 2,KLRG2,A4D1S0,ENSG00000188883,346689,HGNC:24778
10695_12_WFDC10B_WF10B.txt.gz,WFDC10B,10695_12,20,45684651.0,45705019.0,WF10B,Protein WFDC10B,WFDC10B,Q8IUB3,ENSG00000182931,280664,HGNC:20479
10699_52_LRP1_LRP1.txt.gz,LRP1,10699_52,12,57128483.0,57213361.0,LRP1,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,ENSG00000123384,4035,HGNC:6692
10700_10_IGSF11_IGS11.txt.gz,IGSF11,10700_10,3,118900557.0,119146068.0,IGS11,Immunoglobulin superfamily member 11,IGSF11,Q5DX21,ENSG00000144847,152404,HGNC:16669
10702_1_COL28A1_COSA1.txt.gz,COL28A1,10702_1,7,7356203.0,7535873.0,COSA1,Collagen alpha-1(XXVIII) chain,COL28A1,Q2UY09,ENSG00000215018,340267,HGNC:22442
10703_203_SUDS3_SDS3.txt.gz,SUDS3,10703_203,12,118376555.0,118418033.0,SDS3,Sin3 histone deacetylase corepressor complex component SDS3,SUDS3,Q9H7L9,ENSG00000111707,64426,HGNC:29545
10704_91_LRMP_LRMP.txt.gz,LRMP,10704_91,12,25004342.0,25108335.0,LRMP,Lymphoid-restricted membrane protein,LRMP,Q12912,ENSG00000118308,4033,HGNC:6690
10705_14_ST6GALNAC3_SIA7C.txt.gz,ST6GALNAC3,10705_14,1,76074746.0,76634603.0,SIA7C,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",ST6GALNAC3,Q8NDV1,ENSG00000184005,256435,HGNC:19343
10708_3_GNRH2_GON2.txt.gz,GNRH2,10708_3,20,3043622.0,3045747.0,GON2,Progonadoliberin-2,GNRH2,O43555,ENSG00000125787,2797,HGNC:4420
10710_23_ZPBP2_ZPBP2.txt.gz,ZPBP2,10710_23,17,39868202.0,39877896.0,ZPBP2,Zona pellucida-binding protein 2,ZPBP2,Q6X784,ENSG00000186075,124626,HGNC:20678
10713_151_CD300LB_CLM7.txt.gz,CD300LB,10713_151,17,74521174.0,74531475.0,CLM7,CMRF35-like molecule 7,CD300LB,A8K4G0,ENSG00000178789,124599,HGNC:30811
10714_7_ACE_ACE.txt.gz,ACE,10714_7,17,63477061.0,63498380.0,ACE,Angiotensin-converting enzyme,ACE,P12821,ENSG00000159640,1636,HGNC:2707
10716_35_PSMD5_PSMD5.txt.gz,PSMD5,10716_35,9,120815496.0,120842951.0,PSMD5,26S proteasome non-ATPase regulatory subunit 5,PSMD5,Q16401,ENSG00000095261,5711,HGNC:9563
10722_13_SYK_KSYK.txt.gz,SYK,10722_13,9,90801787.0,90898549.0,KSYK,Tyrosine-protein kinase SYK,SYK,P43405,ENSG00000165025,6850,HGNC:11491
10731_10_HS3ST5_HS3S5.txt.gz,HS3ST5,10731_10,6,114055596.0,114343023.0,HS3S5,Heparan sulfate glucosamine 3-O-sulfotransferase 5,HS3ST5,Q8IZT8,ENSG00000249853,222537,HGNC:19419
10734_339_GAL3ST2_G3ST2.txt.gz,GAL3ST2,10734_339,2,241776822.0,241804287.0,G3ST2,Galactose-3-O-sulfotransferase 2,GAL3ST2,Q9H3Q3,ENSG00000154252,64090,HGNC:24869
10737_96_SERPINB1_Serpin_B1.txt.gz,SERPINB1,10737_96,6,2832332.0,2841959.0,Serpin B1,Leukocyte elastase inhibitor,SERPINB1,P30740,ENSG00000021355,1992,HGNC:3311
10748_216_PCDHB2_PCDB2.txt.gz,PCDHB2,10748_216,5,141094606.0,141098703.0,PCDB2,Protocadherin beta-2,PCDHB2,Q9Y5E7,ENSG00000112852,56133,HGNC:8687
10752_8_CDYL2_CDYL2.txt.gz,CDYL2,10752_8,16,80597907.0,80804598.0,CDYL2,Chromodomain Y-like protein 2,CDYL2,Q8N8U2,ENSG00000166446,124359,HGNC:23030
10753_31_ADAM7_ADAM7.txt.gz,ADAM7,10753_31,8,24440930.0,24526970.0,ADAM7,Disintegrin and metalloproteinase domain-containing protein 7,ADAM7,Q9H2U9,ENSG00000069206,8756,HGNC:214
10754_113_PROK2_Prokineticin_2.txt.gz,PROK2,10754_113,3,71771655.0,71785206.0,Prokineticin-2,Prokineticin-2,PROK2,Q9HC23,ENSG00000163421,60675,HGNC:18455
10756_34_UCN3_UCN3.txt.gz,UCN3,10756_34,10,5364966.0,5374692.0,UCN3,Urocortin-3,UCN3,Q969E3,ENSG00000178473,114131,HGNC:17781
10758_2_KERA_KERA.txt.gz,KERA,10758_2,12,91050491.0,91058024.0,KERA,Keratocan,KERA,O60938,ENSG00000139330,11081,HGNC:6309
10760_107_GRIA4_GRIA4.txt.gz,GRIA4,10760_107,11,105609535.0,105982090.0,GRIA4,Glutamate receptor 4,GRIA4,P48058,ENSG00000152578,2893,HGNC:4574
10761_5_TMED2_TMED2.txt.gz,TMED2,10761_5,12,123584533.0,123598582.0,TMED2,Transmembrane emp24 domain-containing protein 2,TMED2,Q15363,ENSG00000086598,10959,HGNC:16996
10762_2_KLRG2_KLRG2.txt.gz,KLRG2,10762_2,7,139452690.0,139483673.0,KLRG2,Killer cell lectin-like receptor subfamily G member 2,KLRG2,A4D1S0,ENSG00000188883,346689,HGNC:24778
10767_52_GPR64_GPR64.txt.gz,GPR64,10767_52,X,18989307.0,19122637.0,GPR64,G-protein coupled receptor 64,GPR64,Q8IZP9,ENSG00000173698,10149,HGNC:4516
10772_21_CSGALNACT2_CGAT2.txt.gz,CSGALNACT2,10772_21,10,43138445.0,43185302.0,CGAT2,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CSGALNACT2,Q8N6G5,ENSG00000169826,55454,HGNC:24292
10781_19_CLEC4G_CLC4G.txt.gz,CLEC4G,10781_19,19,7728957.0,7733906.0,CLC4G,C-type lectin domain family 4 member G,CLEC4G,Q6UXB4,ENSG00000182566,339390,HGNC:24591
10785_8_LRRC52_LRC52.txt.gz,LRRC52,10785_8,1,165544000.0,165563957.0,LRC52,Leucine-rich repeat-containing protein 52,LRRC52,Q8N7C0,ENSG00000162763,440699,HGNC:32156
10798_4_CD300E_CLM2.txt.gz,CD300E,10798_4,17,74609885.0,74623738.0,CLM2,CMRF35-like molecule 2,CD300E,Q496F6,ENSG00000186407,342510,HGNC:28874
10800_15_SERPINH1_Collagen_binding_protein.txt.gz,SERPINH1,10800_15,11,75562056.0,75572783.0,Collagen-binding protein,Serpin H1,SERPINH1,P50454,ENSG00000149257,871,HGNC:1546
10809_14_KLRB1_KLRB1.txt.gz,KLRB1,10809_14,12,9594551.0,9607916.0,KLRB1,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,ENSG00000111796,3820,HGNC:6373
10814_7_CD1A_CD1A.txt.gz,CD1A,10814_7,1,158254424.0,158258269.0,CD1A,T-cell surface glycoprotein CD1a,CD1A,P06126,ENSG00000158477,909,HGNC:1634
10815_2_HABP4_HABP4.txt.gz,HABP4,10815_2,9,96450169.0,96491336.0,HABP4,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,ENSG00000130956,22927,HGNC:17062
10816_150_PILRA_PILRA_isoform_FDF03_M14.txt.gz,PILRA,10816_150,7,100367530.0,100400096.0,PILRA isoform FDF03-M14,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA,Q9UKJ1,,,HGNC:20396
10817_26_TOMM20L_TO20L.txt.gz,TOMM20L,10817_26,14,58395928.0,58408702.0,TO20L,TOMM20-like protein 1,TOMM20L,Q6UXN7,ENSG00000196860,387990,HGNC:33752
10818_36_SMPD1_ASM.txt.gz,SMPD1,10818_36,11,6390440.0,6394998.0,ASM,Sphingomyelin phosphodiesterase,SMPD1,P17405,ENSG00000166311,6609,HGNC:11120
10825_12_VSIG10_VSI10.txt.gz,VSIG10,10825_12,12,118063593.0,118136026.0,VSI10,V-set and immunoglobulin domain-containing protein 10,VSIG10,Q8N0Z9,ENSG00000176834,54621,HGNC:26078
10827_67_LINGO3_LIGO3.txt.gz,LINGO3,10827_67,19,2287164.0,2308154.0,LIGO3,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LINGO3,P0C6S8,ENSG00000220008,645191,HGNC:21206
10830_5_EFCAB14_K0494.txt.gz,EFCAB14,10830_5,1,46674659.0,46719146.0,K0494,EF-hand calcium-binding domain-containing protein 14,EFCAB14,O75071,ENSG00000159658,9813,HGNC:29051
10832_24_B4GALT6_B4GT6.txt.gz,B4GALT6,10832_24,18,31622246.0,31685836.0,B4GT6,"Beta-1,4-galactosyltransferase 6",B4GALT6,Q9UBX8,ENSG00000118276,9331,HGNC:929
10833_64_HHIP_HHIP.txt.gz,HHIP,10833_64,4,144646156.0,144745271.0,HHIP,Hedgehog-interacting protein,HHIP,Q96QV1,ENSG00000164161,64399,HGNC:14866
10835_25_A4GNT_A4GCT.txt.gz,A4GNT,10835_25,3,138123713.0,138132390.0,A4GCT,"Alpha-1,4-N-acetylglucosaminyltransferase",A4GNT,Q9UNA3,ENSG00000118017,51146,HGNC:17968
10842_7_GCNT4_GCNT4.txt.gz,GCNT4,10842_7,5,75025346.0,75052558.0,GCNT4,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,ENSG00000176928,51301,HGNC:17973
10847_1_SIGLEC15_SIG15.txt.gz,SIGLEC15,10847_1,18,45825675.0,45844094.0,SIG15,Sialic acid-binding Ig-like lectin 15,SIGLEC15,Q6ZMC9,ENSG00000197046,284266,HGNC:27596
10848_137_BTNL3_BTNL3.txt.gz,BTNL3,10848_137,5,180988846.0,181006727.0,BTNL3,Butyrophilin-like protein 3,BTNL3,Q6UXE8,ENSG00000168903,10917,HGNC:1143
10851_77_EBI3_IL27B.txt.gz,EBI3,10851_77,19,4229523.0,4237528.0,IL27B,Interleukin-27 subunit beta,EBI3,Q14213,ENSG00000105246,10148,HGNC:3129
10852_114_HNRNPDL_HNRDL.txt.gz,HNRNPDL,10852_114,4,82422565.0,82430462.0,HNRDL,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,O14979,ENSG00000152795,9987,HGNC:5037
10866_60_SMEK1_P4R3A.txt.gz,SMEK1,10866_60,14,91457508.0,91510554.0,P4R3A,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,Q6IN85,ENSG00000100796,55671,HGNC:20219
10876_300_BRAT1_BRAT1.txt.gz,BRAT1,10876_300,7,2537810.0,2555694.0,BRAT1,BRCA1-associated ATM activator 1,BRAT1,Q6PJG6,ENSG00000106009,221927,HGNC:21701
10880_38_FAM163B_F163B.txt.gz,FAM163B,10880_38,9,133577081.0,133609389.0,F163B,Protein FAM163B,FAM163B,P0C2L3,ENSG00000196990,642968,HGNC:33277
10882_12_DSC1_Desmocollin_1.txt.gz,DSC1,10882_12,18,31129236.0,31162856.0,Desmocollin-1,Desmocollin-1,DSC1,Q08554,ENSG00000134765,1823,HGNC:3035
10885_36_C6orf89_CF089.txt.gz,C6orf89,10885_36,6,36871870.0,36928964.0,CF089,Bombesin receptor-activated protein C6orf89,C6orf89,Q6UWU4,ENSG00000198663,221477,HGNC:21114
10889_2_MRAP2_MRAP2.txt.gz,MRAP2,10889_2,6,84033772.0,84090881.0,MRAP2,Melanocortin-2 receptor accessory protein 2,MRAP2,Q96G30,ENSG00000135324,112609,HGNC:21232
10890_135_LCTL_LCTL.txt.gz,LCTL,10890_135,15,66547179.0,66565998.0,LCTL,Lactase-like protein,LCTL,Q6UWM7,ENSG00000188501,197021,HGNC:15583
10892_8_OSMR_OSMR.txt.gz,OSMR,10892_8,5,38845858.0,38945596.0,OSMR,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,ENSG00000145623,9180,HGNC:8507
10895_28_TMPRSS11B_TM11B.txt.gz,TMPRSS11B,10895_28,4,68226653.0,68245694.0,TM11B,Transmembrane protease serine 11B,TMPRSS11B,Q86T26,ENSG00000185873,132724,HGNC:25398
10900_272_STMN2_STMN2.txt.gz,STMN2,10900_272,8,79611117.0,79666158.0,STMN2,Stathmin-2,STMN2,Q93045,ENSG00000104435,11075,HGNC:10577
10902_53_ASPRV1_APRV1.txt.gz,ASPRV1,10902_53,2,69960089.0,69961631.0,APRV1,Retroviral-like aspartic protease 1,ASPRV1,Q53RT3,ENSG00000244617,151516,HGNC:26321
10903_50_STX8_STX8.txt.gz,STX8,10903_50,17,9250471.0,9576591.0,STX8,Syntaxin-8,STX8,Q9UNK0,ENSG00000170310,9482,HGNC:11443
10907_116_NTM_NTRI.txt.gz,NTM,10907_116,11,131370478.0,132336822.0,NTRI,Neurotrimin,NTM,Q9P121,ENSG00000182667,50863,HGNC:17941
10908_2_GALNT13_GLT13.txt.gz,GALNT13,10908_2,2,153871922.0,154453979.0,GLT13,Polypeptide N-acetylgalactosaminyltransferase 13,GALNT13,Q8IUC8,ENSG00000144278,114805,HGNC:23242
10910_6_CEACAM4_CEAM4.txt.gz,CEACAM4,10910_6,19,41619015.0,41627074.0,CEAM4,Carcinoembryonic antigen-related cell adhesion molecule 4,CEACAM4,O75871,ENSG00000105352,1089,HGNC:1816
10916_44_PLA2R1_PLA2R.txt.gz,PLA2R1,10916_44,2,159932006.0,160062615.0,PLA2R,Secretory phospholipase A2 receptor,PLA2R1,Q13018,ENSG00000153246,22925,HGNC:9042
10917_40_GNGT2_GBGT2.txt.gz,GNGT2,10917_40,17,49202791.0,49210574.0,GBGT2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GNGT2,O14610,ENSG00000167083,2793,HGNC:4412
10924_258_CYB5D2_NEUFC.txt.gz,CYB5D2,10924_258,17,4143168.0,4187310.0,NEUFC,Neuferricin,CYB5D2,Q8WUJ1,ENSG00000167740,124936,HGNC:28471
10933_107_CALN1_CABP8.txt.gz,CALN1,10933_107,7,71779491.0,72447151.0,CABP8,Calcium-binding protein 8,CALN1,Q9BXU9,ENSG00000183166,83698,HGNC:13248
10938_13_CD58_sLFA_3.txt.gz,CD58,10938_13,1,116514534.0,116571039.0,sLFA-3,Lymphocyte function-associated antigen 3,CD58,P19256,ENSG00000116815,965,HGNC:1688
10939_16_PLEKHA4_PKHA4.txt.gz,PLEKHA4,10939_16,19,48837092.0,48868617.0,PKHA4,Pleckstrin homology domain-containing family A member 4,PLEKHA4,Q9H4M7,ENSG00000105559,57664,HGNC:14339
10940_25_SRL_SRCA.txt.gz,SRL,10940_25,16,4189374.0,4242080.0,SRCA,Sarcalumenin,SRL,Q86TD4,ENSG00000185739,6345,HGNC:11295
10945_11_STX6_Syntaxin_6.txt.gz,STX6,10945_11,1,180972712.0,181023121.0,Syntaxin-6,Syntaxin-6,STX6,O43752,ENSG00000135823,10228,HGNC:11441
10948_14_PLD3_PLD3.txt.gz,PLD3,10948_14,19,40348456.0,40389472.0,PLD3,Phospholipase D3,PLD3,Q8IV08,ENSG00000105223,23646,HGNC:17158
10949_59_RPLP2_RLA2.txt.gz,RPLP2,10949_59,11,809965.0,812880.0,RLA2,60S acidic ribosomal protein P2,RPLP2,P05387,ENSG00000177600,6181,HGNC:10377
10953_14_CLEC2A_CLC2A.txt.gz,CLEC2A,10953_14,12,9898673.0,9932370.0,CLC2A,C-type lectin domain family 2 member A,CLEC2A,Q6UVW9,ENSG00000188393,387836,HGNC:24191
10955_4_CLEC10A_CLC10.txt.gz,CLEC10A,10955_4,17,7074537.0,7080307.0,CLC10,C-type lectin domain family 10 member A,CLEC10A,Q8IUN9,ENSG00000132514,10462,HGNC:16916
10956_82_GCSH_GCSH.txt.gz,GCSH,10956_82,16,81081945.0,81096395.0,GCSH,"Glycine cleavage system H protein, mitochondrial",GCSH,P23434,ENSG00000140905,2653,HGNC:4208
10959_125_BET1L_BET1L.txt.gz,BET1L,10959_125,11,167784.0,207399.0,BET1L,BET1-like protein,BET1L,Q9NYM9,,51272,HGNC:19348
10961_15_RARRES3_TIG3.txt.gz,RARRES3,10961_15,11,63536808.0,63546462.0,TIG3,Retinoic acid receptor responder protein 3,RARRES3,Q9UL19,ENSG00000133321,5920,HGNC:9869
10974_20_SPINK7_ISK7.txt.gz,SPINK7,10974_20,5,148312419.0,148315922.0,ISK7,Serine protease inhibitor Kazal-type 7,SPINK7,P58062,ENSG00000145879,84651,HGNC:24643
10975_59_MUCL1_MUCL1.txt.gz,MUCL1,10975_59,12,54830518.0,54896008.0,MUCL1,Mucin-like protein 1,MUCL1,Q96DR8,ENSG00000172551,118430,HGNC:30588
10977_55_UCMA_UCMA.txt.gz,UCMA,10977_55,10,13221766.0,13234374.0,UCMA,Unique cartilage matrix-associated protein,UCMA,Q8WVF2,ENSG00000165623,221044,HGNC:25205
10978_39_GH2_SOM2.txt.gz,GH2,10978_39,17,63880215.0,63881944.0,SOM2,Growth hormone variant,GH2,P01242,ENSG00000136487,2689,HGNC:4262
10981_56_NRG3_NRG3.txt.gz,NRG3,10981_56,10,81875194.0,82987179.0,NRG3,"Pro-neuregulin-3, membrane-bound isoform",NRG3,P56975,ENSG00000185737,10718,HGNC:7999
10990_21_LRRK2_LRRK2.txt.gz,LRRK2,10990_21,12,40196744.0,40369285.0,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,ENSG00000188906,,HGNC:18618
11067_13_BGLAP_Osteocalcin.txt.gz,BGLAP,11067_13,1,156242184.0,156243317.0,Osteocalcin,Osteocalcin,BGLAP,P02818,ENSG00000242252,632,HGNC:1043
11071_1_IL5_IL_5.txt.gz,IL5,11071_1,5,132541445.0,132556838.0,IL-5,Interleukin-5,IL5,P05113,ENSG00000113525,3567,HGNC:6016
11094_104_CLC_LPPL.txt.gz,CLC,11094_104,19,39731255.0,39738029.0,LPPL,Galectin-10,CLC,Q05315,ENSG00000105205,1178,HGNC:2014
11096_57_N6AMT1_HEMK2.txt.gz,N6AMT1,11096_57,21,28872191.0,28885371.0,HEMK2,HemK methyltransferase family member 2,N6AMT1,Q9Y5N5,ENSG00000156239,29104,HGNC:16021
11098_1_PDXK_PDXK.txt.gz,PDXK,11098_1,21,43719094.0,43762307.0,PDXK,Pyridoxal kinase,PDXK,O00764,ENSG00000160209,8566,HGNC:8819
11101_18_TLR4_TLR4.txt.gz,TLR4,11101_18,9,117704175.0,117724735.0,TLR4,Toll-like receptor 4,TLR4,O00206,ENSG00000136869,7099,HGNC:11850
11102_22_REG4_REG4.txt.gz,REG4,11102_22,1,119794017.0,119811580.0,REG4,Regenerating islet-derived protein 4,REG4,Q9BYZ8,ENSG00000134193,83998,HGNC:22977
11103_24_HSPB1_HSP_27.txt.gz,HSPB1,11103_24,7,76302673.0,76304295.0,HSP 27,Heat shock protein beta-1,HSPB1,P04792,ENSG00000106211,3315,HGNC:5246
11104_13_CHI3L1_YKL_40.txt.gz,CHI3L1,11104_13,1,203178931.0,203186704.0,YKL-40,Chitinase-3-like protein 1,CHI3L1,P36222,ENSG00000133048,1116,HGNC:1932
11105_171_ENO1_Alpha_enolase.txt.gz,ENO1,11105_171,1,8861000.0,8879190.0,Alpha enolase,Alpha-enolase,ENO1,P06733,ENSG00000074800,2023,HGNC:3350
11107_25_TENM3_TEN3.txt.gz,TENM3,11107_25,4,182143987.0,182803024.0,TEN3,Teneurin-3,TENM3,Q9P273,ENSG00000218336,55714,HGNC:29944
11109_56_SVEP1_SVEP1.txt.gz,SVEP1,11109_56,9,110365248.0,110579880.0,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,Q4LDE5,ENSG00000165124,79987,HGNC:15985
11110_4_TMEM119_TM119.txt.gz,TMEM119,11110_4,12,108589851.0,108598320.0,TM119,Transmembrane protein 119,TMEM119,Q4V9L6,ENSG00000183160,,HGNC:27884
11112_18_TMEM167A_KISHA.txt.gz,TMEM167A,11112_18,5,83052846.0,83077863.0,KISHA,Protein kish-A,TMEM167A,Q8TBQ9,ENSG00000174695,153339,HGNC:28330
11116_16_C11orf87_CK087.txt.gz,C11orf87,11116_16,11,109422190.0,109429167.0,CK087,Uncharacterized protein C11orf87,C11orf87,Q6NUJ2,ENSG00000185742,,HGNC:33788
11117_2_SPATA20_SPT20.txt.gz,SPATA20,11117_2,17,50543058.0,50555852.0,SPT20,Spermatogenesis-associated protein 20,SPATA20,Q8TB22,ENSG00000006282,64847,HGNC:26125
11118_107_RAB17_RAB17.txt.gz,RAB17,11118_107,2,237574322.0,237601614.0,RAB17,Ras-related protein Rab-17,RAB17,Q9H0T7,ENSG00000124839,,HGNC:16523
11120_49_NAT14_NAT14.txt.gz,NAT14,11120_49,19,55485188.0,55487568.0,NAT14,N-acetyltransferase 14,NAT14,Q8WUY8,ENSG00000090971,,HGNC:28918
11122_97_SPG21_SPG21.txt.gz,SPG21,11122_97,15,64963022.0,64990310.0,SPG21,Maspardin,SPG21,Q9NZD8,ENSG00000090487,,HGNC:20373
11126_102_TRIO_TRIO.txt.gz,TRIO,11126_102,5,14143342.0,14532128.0,TRIO,Triple functional domain protein,TRIO,O75962,ENSG00000038382,7204,HGNC:12303
11128_29_TMEM132C_T132C.txt.gz,TMEM132C,11128_29,12,128267170.0,128707911.0,T132C,Transmembrane protein 132C,TMEM132C,Q8N3T6,ENSG00000181234,92293,HGNC:25436
11129_66_BMP15_BMP15.txt.gz,BMP15,11129_66,X,50910735.0,50916641.0,BMP15,Bone morphogenetic protein 15,BMP15,O95972,ENSG00000130385,9210,HGNC:1068
11130_158_CACNB4_CACB4.txt.gz,CACNB4,11130_158,2,151832771.0,152099167.0,CACB4,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,O00305,ENSG00000182389,,HGNC:1404
11134_30_MTRF1L_RF1ML.txt.gz,MTRF1L,11134_30,6,152987362.0,153002709.0,RF1ML,"Peptide chain release factor 1-like, mitochondrial",MTRF1L,Q9UGC7,ENSG00000112031,,HGNC:21051
11135_5_MRPL55_RM55.txt.gz,MRPL55,11135_5,1,228106679.0,228109312.0,RM55,"39S ribosomal protein L55, mitochondrial",MRPL55,Q7Z7F7,ENSG00000162910,128308,HGNC:16686
11137_43_CSF2RB_IL3RB.txt.gz,CSF2RB,11137_43,22,36913628.0,36940439.0,IL3RB,Cytokine receptor common subunit beta,CSF2RB,P32927,ENSG00000100368,1439,HGNC:2436
11138_16_RUNX3_RUNX3.txt.gz,RUNX3,11138_16,1,24899511.0,24965121.0,RUNX3,Runt-related transcription factor 3,RUNX3,Q13761,ENSG00000020633,864,HGNC:10473
11140_56_COL1A1_CO1A1.txt.gz,COL1A1,11140_56,17,50184101.0,50201632.0,CO1A1,Collagen alpha-1(I) chain,COL1A1,P02452,ENSG00000108821,1277,HGNC:2197
11142_11_ANGPTL1_ANGL1.txt.gz,ANGPTL1,11142_11,1,178849535.0,178871077.0,ANGL1,Angiopoietin-related protein 1,ANGPTL1,O95841,ENSG00000116194,9068,HGNC:489
11143_32_OLFM3_NOE3.txt.gz,OLFM3,11143_32,1,101802560.0,101996926.0,NOE3,Noelin-3,OLFM3,Q96PB7,ENSG00000118733,118427,HGNC:17990
11144_10_DEFB116_DB116.txt.gz,DEFB116,11144_10,20,31303212.0,31308585.0,DB116,Beta-defensin 116,DEFB116,Q30KQ4,ENSG00000215545,245930,HGNC:18097
11145_72_KIAA1549L_K154L.txt.gz,KIAA1549L,11145_72,11,33376108.0,33674102.0,K154L,UPF0606 protein KIAA1549L,KIAA1549L,Q6ZVL6,ENSG00000110427,,HGNC:24836
11146_4_TBX22_TBX22.txt.gz,TBX22,11146_4,X,80014753.0,80031774.0,TBX22,T-box transcription factor TBX22,TBX22,Q9Y458,ENSG00000122145,,HGNC:11600
11147_17_TREML1_TRML1.txt.gz,TREML1,11147_17,6,41149337.0,41154347.0,TRML1,Trem-like transcript 1 protein,TREML1,Q86YW5,ENSG00000161911,340205,HGNC:20434
11149_3_TLR1_TLR1.txt.gz,TLR1,11149_3,4,38790677.0,38856817.0,TLR1,Toll-like receptor 1,TLR1,Q15399,ENSG00000174125,7096,HGNC:11847
11152_46_KLK13_kallikrein_13.txt.gz,KLK13,11152_46,19,51055626.0,51065114.0,kallikrein 13,Kallikrein-13,KLK13,Q9UKR3,ENSG00000167759,26085,HGNC:6361
