Protein,DECODE_exposure,DCODE_seqid,uniprot,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID
SCGB3A1,SCGB3A1_6252_62,SeqId.6252-62,Q96QR1,Secretoglobin family 3A member 1,Secretoglobin family 3A member 1,SCGB3A1,SomaScan v4,18384,SCGB3A1,secretoglobin family 3A member 1,606500,ENSG00000161055,92304
SCGN,SCGN_15305_7,SeqId.15305-7,O76038,Secretagogin,Secretagogin,SCGN,SomaScan v4,16941,SCGN,"secretagogin, EF-hand calcium binding protein",609202,ENSG00000079689,10590
SCIN,SCIN_12684_5,SeqId.12684-5,Q9Y6U3,ADSV,Adseverin,SCIN,SomaScan v4,21695,SCIN,scinderin,613416,ENSG00000006747,85477
SCO2,SCO2_16851_50,SeqId.16851-50,O43819,SCO2,"Protein SCO2 homolog, mitochondrial",SCO2,SomaScan v4,10604,SCO2,synthesis of cytochrome C oxidase 2,604272,ENSG00000284194,9997
SCUBE1,SCUBE1_8989_40,SeqId.8989-40,Q8IWY4,SCUB1,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUBE1,SomaScan v4,13441,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1",611746,ENSG00000159307,80274
SDCBP2,SDCBP2_19261_12,SeqId.19261-12,Q9H190,SDCB2,Syntenin-2,SDCBP2,SomaScan v4,15756,SDCBP2,syndecan binding protein 2,617358,ENSG00000125775,27111
SDF2,SDF2_15333_11,SeqId.15333-11,Q99470,SDF2,Stromal cell-derived factor 2,SDF2,SomaScan v4,10675,SDF2,stromal cell derived factor 2,602934,ENSG00000132581,6388
SDF2L1,SDF2L1_6990_44,SeqId.6990-44,Q9HCN8,SDF2L,Stromal cell-derived factor 2-like protein 1,SDF2L1,SomaScan v4,10676,SDF2L1,stromal cell derived factor 2 like 1,607551,ENSG00000128228,23753
SDSL,SDSL_17777_31,SeqId.17777-31,Q96GA7,SDSL,Serine dehydratase-like,SDSL,SomaScan v4,30404,SDSL,serine dehydratase like,0,ENSG00000139410,113675
SELE,SELE_3470_1,SeqId.3470-1,P16581,sE-Selectin,E-selectin,SELE,SomaScan v4,10718,SELE,selectin E,131210,ENSG00000007908,6401
SELL,SELL_4831_4,SeqId.4831-4,P14151,sL-Selectin,L-Selectin,SELL,SomaScan v4,10720,SELL,selectin L,153240,ENSG00000188404,6402
SELP,SELP_4154_57,SeqId.4154-57,P16109,P-Selectin,P-selectin,SELP,SomaScan v4,10721,SELP,selectin P,173610,ENSG00000174175,6403
SELPLG,SELPLG_11266_8,SeqId.11266-8,Q14242,SELPL,P-selectin glycoprotein ligand 1,SELPLG,SomaScan v4,10722,SELPLG,selectin P ligand,600738,ENSG00000110876,6404
SEMA3C,SEMA3C_6448_36,SeqId.6448-36,Q99985,Sema E,Semaphorin-3C,SEMA3C,SomaScan v4,10725,SEMA3C,semaphorin 3C,602645,ENSG00000075223,10512
SEMA3E,SEMA3E_5363_51,SeqId.5363-51,O15041,Semaphorin 3E,Semaphorin-3E,SEMA3E,SomaScan v4,10727,SEMA3E,semaphorin 3E,608166,ENSG00000170381,9723
SEMA3G,SEMA3G_5628_21,SeqId.5628-21,Q9NS98,SEM3G,Semaphorin-3G,SEMA3G,SomaScan v4,30400,SEMA3G,semaphorin 3G,0,ENSG00000010319,56920
SEMA4A,SEMA4A_16915_153,SeqId.16915-153,Q9H3S1,SEM4A,Semaphorin-4A,SEMA4A,SomaScan v4,10729,SEMA4A,semaphorin 4A,607292,ENSG00000196189,64218
SEMA4C,SEMA4C_7923_41,SeqId.7923-41,Q9C0C4,SEM4C,Semaphorin-4C,SEMA4C,SomaScan v4,10731,SEMA4C,semaphorin 4C,604462,ENSG00000168758,54910
SEMA4D,SEMA4D_5737_61,SeqId.5737-61,Q92854,SEM4D,Semaphorin-4D,SEMA4D,SomaScan v4,10732,SEMA4D,semaphorin 4D,601866,ENSG00000187764,10507
SEMA5A,SEMA5A_13132_14,SeqId.13132-14,Q13591,SEM5A,Semaphorin-5A,SEMA5A,SomaScan v4,10736,SEMA5A,semaphorin 5A,609297,ENSG00000112902,9037
SEMA6A,SEMA6A_7945_10,SeqId.7945-10,Q9H2E6,Semaphorin-6A,Semaphorin-6A,SEMA6A,SomaScan v4,10738,SEMA6A,semaphorin 6A,605885,ENSG00000092421,57556
SEMA6B,SEMA6B_5121_3,SeqId.5121-3,Q9H3T3,SEM6B,Semaphorin-6B,SEMA6B,SomaScan v4,10739,SEMA6B,semaphorin 6B,608873,ENSG00000167680,10501
SEMA7A,SEMA7A_7019_13,SeqId.7019-13,O75326,Semaphorin-7A,Semaphorin-7A,SEMA7A,SomaScan v4,10741,SEMA7A,semaphorin 7A (John Milton Hagen blood group),607961,ENSG00000138623,8482
SEPSECS,SEPSECS_17357_33,SeqId.17357-33,Q9HD40,SPCS,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS,SomaScan v4,30605,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,613009,ENSG00000109618,51091
SERPINA1,SERPINA1_3580_25,SeqId.3580-25,P01009,a1-Antitrypsin,Alpha-1-antitrypsin,SERPINA1,SomaScan v4,8941,SERPINA1,serpin family A member 1,107400,ENSG00000197249,5265
SERPINA10,SERPINA10_13119_26,SeqId.13119-26,Q9UK55,protein Z inhibitor,Protein Z-dependent protease inhibitor,SERPINA10,SomaScan v4,15996,SERPINA10,serpin family A member 10,605271,ENSG00000140093,51156
SERPINA11,SERPINA11_9002_36,SeqId.9002-36,Q86U17,SPA11,Serpin A11,SERPINA11,SomaScan v4,19193,SERPINA11,serpin family A member 11,619619,ENSG00000186910,256394
SERPINA12,SERPINA12_6551_94,SeqId.6551-94,Q8IW75,Vaspin,Serpin A12,SERPINA12,SomaScan v4,18359,SERPINA12,serpin family A member 12,617471,ENSG00000165953,145264
SERPINA3,SERPINA3_2879_9,SeqId.2879-9,P01011,a1-Antichymotrypsin,Alpha-1-antichymotrypsin,SERPINA3,SomaScan v4,16,SERPINA3,serpin family A member 3,107280,ENSG00000196136,12
SERPINA3,SERPINA3_4153_11,SeqId.4153-11,P01011,alpha-1-antichymotrypsin complex,Alpha-1-antichymotrypsin complex,SERPINA3,SomaScan v4,16,SERPINA3,serpin family A member 3,107280,ENSG00000196136,12
SERPINA4,SERPINA4_3449_58,SeqId.3449-58,P29622,Kallistatin,Kallistatin,SERPINA4,SomaScan v4,8948,SERPINA4,serpin family A member 4,147935,ENSG00000100665,5267
SERPINA5,SERPINA5_3389_7,SeqId.3389-7,P05154,PCI,Plasma serine protease inhibitor,SERPINA5,SomaScan v4,8723,SERPINA5,serpin family A member 5,601841,ENSG00000188488,5104
SERPINA9,SERPINA9_7266_4,SeqId.7266-4,Q86WD7,SPA9,Serpin A9,SERPINA9,SomaScan v4,15995,SERPINA9,serpin family A member 9,615677,ENSG00000170054,327657
SERPINB1,SERPINB1_10737_96,SeqId.10737-96,P30740,Serpin B1,Leukocyte elastase inhibitor,SERPINB1,SomaScan v4,3311,SERPINB1,serpin family B member 1,130135,ENSG00000021355,1992
SERPINB13,SERPINB13_18841_1,SeqId.18841-1,Q9UIV8,SPB13,Serpin B13,SERPINB13,SomaScan v4,8944,SERPINB13,serpin family B member 13,604445,ENSG00000197641,5275
SERPINB5,SERPINB5_15417_3,SeqId.15417-3,P36952,Maspin,Serpin B5,SERPINB5,SomaScan v4,8949,SERPINB5,serpin family B member 5,154790,ENSG00000206075,5268
SERPINB8,SERPINB8_19130_81,SeqId.19130-81,P50452,SPB8,Serpin B8,SERPINB8,SomaScan v4,8952,SERPINB8,serpin family B member 8,601697,ENSG00000166401,5271
SERPINE1,SERPINE1_2925_9,SeqId.2925-9,P05121,PAI-1,Plasminogen activator inhibitor 1,SERPINE1,SomaScan v4,8583,SERPINE1,serpin family E member 1,173360,ENSG00000106366,5054
SERPINE2,SERPINE2_19154_41,SeqId.19154-41,P07093,Protease nexin I,Glia-derived nexin,SERPINE2,SomaScan v4,8951,SERPINE2,serpin family E member 2,177010,ENSG00000135919,5270
SERPINF1,SERPINF1_9211_19,SeqId.9211-19,P36955,PEDF,Pigment epithelium-derived factor,SERPINF1,SomaScan v4,8824,SERPINF1,serpin family F member 1,172860,ENSG00000132386,5176
SERPINF2,SERPINF2_3024_18,SeqId.3024-18,P08697,a2-Antiplasmin,Alpha-2-antiplasmin,SERPINF2,SomaScan v4,9075,SERPINF2,serpin family F member 2,613168,ENSG00000167711,5345
SERPING1,SERPING1_4479_14,SeqId.4479-14,P05155,C1-Esterase Inhibitor,Plasma protease C1 inhibitor,SERPING1,SomaScan v4,1228,SERPING1,serpin family G member 1,606860,ENSG00000149131,710
SERPINH1,SERPINH1_10800_15,SeqId.10800-15,P50454,Collagen-binding protein,Serpin H1,SERPINH1,SomaScan v4,1546,SERPINH1,serpin family H member 1,600943,ENSG00000149257,871
SEZ6L,SEZ6L_19563_3,SeqId.19563-3,Q9BYH1,SEZ6L,Seizure 6-like protein,SEZ6L,SomaScan v4,10763,SEZ6L,seizure related 6 homolog like,607021,ENSG00000100095,23544
SF3B4,SF3B4_13449_25,SeqId.13449-25,Q15427,SF3B4,Splicing factor 3B subunit 4,SF3B4,SomaScan v4,10771,SF3B4,splicing factor 3b subunit 4,605593,ENSG00000143368,10262
SFRP4,SFRP4_17447_52,SeqId.17447-52,Q6FHJ7,SFRP4,Secreted frizzled-related protein 4,SFRP4,SomaScan v4,10778,SFRP4,secreted frizzled related protein 4,606570,ENSG00000106483,6424
SFTA2,SFTA2_10580_14,SeqId.10580-14,Q6UW10,SFTA2,Surfactant-associated protein 2,SFTA2,SomaScan v4,18386,SFTA2,surfactant associated 2,0,ENSG00000196260,389376
SFTPB,SFTPB_10672_75,SeqId.10672-75,P07988,SP-B,Pulmonary surfactant-associated protein B,SFTPB,SomaScan v4,10801,SFTPB,surfactant protein B,178640,ENSG00000168878,6439
SFTPD,SFTPD_19590_46,SeqId.19590-46,P35247,SP-D,Pulmonary surfactant-associated protein D,SFTPD,SomaScan v4,10803,SFTPD,surfactant protein D,178635,ENSG00000133661,6441
DCTPP1,DCTPP1_4314_12,SeqId.4314-12,Q9H773,XTP3A,dCTP pyrophosphatase 1,DCTPP1,SomaScan v4,28777,DCTPP1,dCTP pyrophosphatase 1,615840,ENSG00000179958,79077
DCXR,DCXR_17758_79,SeqId.17758-79,Q7Z4W1,DCXR,L-xylulose reductase,DCXR,SomaScan v4,18985,DCXR,dicarbonyl and L-xylulose reductase,608347,ENSG00000169738,51181
DDOST,DDOST_17161_1,SeqId.17161-1,P39656,OST48,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,SomaScan v4,2728,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,602202,ENSG00000244038,1650
DDX19A,DDX19A_18813_15,SeqId.18813-15,Q9NUU7,DD19A,ATP-dependent RNA helicase DDX19A,DDX19A,SomaScan v4,25628,DDX19A,DEAD-box helicase 19A,0,ENSG00000168872,55308
DDX19B,DDX19B_5460_60,SeqId.5460-60,Q9UMR2,DEAD-box protein 19B,ATP-dependent RNA helicase DDX19B,DDX19B,SomaScan v4,2742,DDX19B,DEAD-box helicase 19B,605812,ENSG00000157349,11269
DECR1,DECR1_12687_2,SeqId.12687-2,Q16698,DECR,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,SomaScan v4,2753,DECR1,"2,4-dienoyl-CoA reductase 1",222745,ENSG00000104325,1666
DECR2,DECR2_18343_10,SeqId.18343-10,Q9NUI1,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase",DECR2,SomaScan v4,2754,DECR2,"2,4-dienoyl-CoA reductase 2",615839,ENSG00000242612,26063
DEFA5,DEFA5_16785_45,SeqId.16785-45,Q01523,HD-5,Defensin-5,DEFA5,SomaScan v4,2764,DEFA5,defensin alpha 5,600472,ENSG00000164816,1670
DEFB1,DEFB1_6629_3,SeqId.6629-3,P60022,HBD-1,Beta-defensin 1,DEFB1,SomaScan v4,2766,DEFB1,defensin beta 1,602056,ENSG00000164825,1672
DEFB104A,DEFB104A_5763_67,SeqId.5763-67,Q8WTQ1,HBD-4,Beta-defensin 104,DEFB104A,SomaScan v4,18115,DEFB104A,defensin beta 104A,0,ENSG00000176782,140596
DEFB4A,DEFB4A_13397_88,SeqId.13397-88,O15263,HBD-2,Beta-defensin 4A,DEFB4A,SomaScan v4,2767,DEFB4A,defensin beta 4A,602215,ENSG00000171711,1673
DHX58,DHX58_14012_17,SeqId.14012-17,Q96C10,LGP2,Probable ATP-dependent RNA helicase DHX58,DHX58,SomaScan v4,29517,DHX58,DExH-box helicase 58,608588,ENSG00000108771,79132
DKK1,DKK1_3535_84,SeqId.3535-84,O94907,DKK1,Dickkopf-related protein 1,DKK1,SomaScan v4,2891,DKK1,dickkopf WNT signaling pathway inhibitor 1,605189,ENSG00000107984,22943
DKK3,DKK3_3607_71,SeqId.3607-71,Q9UBP4,DKK3,Dickkopf-related protein 3,DKK3,SomaScan v4,2893,DKK3,dickkopf WNT signaling pathway inhibitor 3,605416,ENSG00000050165,27122
DKKL1,DKKL1_16309_30,SeqId.16309-30,Q9UK85,Soggy-1,Dickkopf-like protein 1,DKKL1,SomaScan v4,16528,DKKL1,dickkopf like acrosomal protein 1,605418,ENSG00000104901,27120
DLD,DLD_15527_90,SeqId.15527-90,P09622,DLDH,"Dihydrolipoyl dehydrogenase, mitochondrial",DLD,SomaScan v4,2898,DLD,dihydrolipoamide dehydrogenase,238331,ENSG00000091140,1738
DLK1,DLK1_6496_60,SeqId.6496-60,P80370,DLK1,Protein delta homolog 1,DLK1,SomaScan v4,2907,DLK1,delta like non-canonical Notch ligand 1,176290,ENSG00000185559,8788
DLK2,DLK2_9359_9,SeqId.9359-9,Q6UY11,EGFL9,Protein delta homolog 2,DLK2,SomaScan v4,21113,DLK2,delta like non-canonical Notch ligand 2,0,ENSG00000171462,65989
DLL1,DLL1_5349_69,SeqId.5349-69,O00548,DLL1,Delta-like protein 1,DLL1,SomaScan v4,2908,DLL1,delta like canonical Notch ligand 1,606582,ENSG00000198719,28514
DLL4,DLL4_3305_6,SeqId.3305-6,Q9NR61,DLL4,Delta-like protein 4,DLL4,SomaScan v4,2910,DLL4,delta like canonical Notch ligand 4,605185,ENSG00000128917,54567
DMKN,DMKN_5963_9,SeqId.5963-9,Q6E0U4,Dermokine,Dermokine,DMKN,SomaScan v4,25063,DMKN,dermokine,617211,ENSG00000161249,93099
DNAJA4,DNAJA4_9744_139,SeqId.9744-139,Q8WW22,DNJA4,DnaJ homolog subfamily A member 4,DNAJA4,SomaScan v4,14885,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,0,ENSG00000140403,55466
DNAJB1,DNAJB1_3852_19,SeqId.3852-19,P25685,HSP 40,DnaJ homolog subfamily B member 1,DNAJB1,SomaScan v4,5270,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,604572,ENSG00000132002,3337
DNAJB11,DNAJB11_7110_2,SeqId.7110-2,Q9UBS4,DJB11,DnaJ homolog subfamily B member 11,DNAJB11,SomaScan v4,14889,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11,611341,ENSG00000090520,51726
DNAJB12,DNAJB12_8006_12,SeqId.8006-12,Q9NXW2,DJB12,DnaJ homolog subfamily B member 12,DNAJB12,SomaScan v4,14891,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,608376,ENSG00000148719,54788
KNG1,KNG1_19631_13,SeqId.19631-13,P01042,Kininostatin,Kininostatin,KNG1,SomaScan v4,6383,KNG1,kininogen 1,612358,ENSG00000113889,3827
KNG1,KNG1_7784_1,SeqId.7784-1,P01042,"Kininogen, HMW",Kininogen-1,KNG1,SomaScan v4,6383,KNG1,kininogen 1,612358,ENSG00000113889,3827
KNG1,KNG1_15343_337,SeqId.15343-337,P01042,"Kininogen, HMW, Two Chain","Kininogen, HMW, Two Chain",KNG1,SomaScan v4,6383,KNG1,kininogen 1,612358,ENSG00000113889,3827
KPNA2,KPNA2_2860_19,SeqId.2860-19,P52292,Karyopherin-a2,Importin subunit alpha-1,KPNA2,SomaScan v4,6395,KPNA2,karyopherin subunit alpha 2,600685,ENSG00000182481,3838
KPNA6,KPNA6_13969_24,SeqId.13969-24,O60684,IMA7,Importin subunit alpha-7,KPNA6,SomaScan v4,6399,KPNA6,karyopherin subunit alpha 6,610563,ENSG00000025800,23633
KREMEN1,KREMEN1_17331_138,SeqId.17331-138,Q96MU8,KREM1,Kremen protein 1,KREMEN1,SomaScan v4,17550,KREMEN1,kringle containing transmembrane protein 1,609898,ENSG00000183762,83999
KRT1,KRT1_9931_20,SeqId.9931-20,P04264,Keratin-1,"Keratin, type II cytoskeletal 1",KRT1,SomaScan v4,6412,KRT1,keratin 1,139350,ENSG00000167768,3848
KRT20,KRT20_12975_11,SeqId.12975-11,P35900,Keratin 20,"Keratin, type I cytoskeletal 20",KRT20,SomaScan v4,20412,KRT20,keratin 20,608218,ENSG00000171431,54474
KRT5,KRT5_11177_16,SeqId.11177-16,P13647,K2C5,"Keratin, type II cytoskeletal 5",KRT5,SomaScan v4,6442,KRT5,keratin 5,148040,ENSG00000186081,3852
LACRT,LACRT_7163_26,SeqId.7163-26,Q9GZZ8,lacritin,Extracellular glycoprotein lacritin,LACRT,SomaScan v4,16430,LACRT,lacritin,607360,ENSG00000135413,90070
LAG3,LAG3_9950_229,SeqId.9950-229,P18627,LAG-3,Lymphocyte activation gene 3 protein,LAG3,SomaScan v4,6476,LAG3,lymphocyte activating 3,153337,ENSG00000089692,3902
LAMC2,LAMC2_9580_5,SeqId.9580-5,Q13753,Laminin gamma-2,Laminin subunit gamma-2,LAMC2,SomaScan v4,6493,LAMC2,laminin subunit gamma 2,150292,ENSG00000058085,3918
LAP3,LAP3_15610_72,SeqId.15610-72,P28838,LAP,Cytosol aminopeptidase,LAP3,SomaScan v4,18449,LAP3,leucine aminopeptidase 3,170250,ENSG00000002549,51056
LAYN,LAYN_2635_61,SeqId.2635-61,Q6UX15,Layilin,Layilin,LAYN,SomaScan v4,29471,LAYN,layilin,618843,ENSG00000204381,143903
LBP,LBP_3074_6,SeqId.3074-6,P18428,LBP,Lipopolysaccharide-binding protein,LBP,SomaScan v4,6517,LBP,lipopolysaccharide binding protein,151990,ENSG00000129988,3929
LCN1,LCN1_11708_2,SeqId.11708-2,P31025,LCN1,Lipocalin-1,LCN1,SomaScan v4,6525,LCN1,lipocalin 1,151675,ENSG00000160349,3933
LCN2,LCN2_2836_68,SeqId.2836-68,P80188,Lipocalin 2,Neutrophil gelatinase-associated lipocalin,LCN2,SomaScan v4,6526,LCN2,lipocalin 2,600181,ENSG00000148346,3934
LCP1,LCP1_17231_1,SeqId.17231-1,P13796,L-plastin,Plastin-2,LCP1,SomaScan v4,6528,LCP1,lymphocyte cytosolic protein 1,153430,ENSG00000136167,3936
LCT,LCT_9017_58,SeqId.9017-58,P09848,LPH,Lactase-phlorizin hydrolase,LCT,SomaScan v4,6530,LCT,lactase,603202,ENSG00000115850,3938
LDHA,LDHA_15414_316,SeqId.15414-316,P00338,LDHA,L-lactate dehydrogenase A chain,LDHA,SomaScan v4,6535,LDHA,lactate dehydrogenase A,150000,ENSG00000134333,3939
LDHC,LDHC_9828_86,SeqId.9828-86,P07864,LDHC,L-lactate dehydrogenase C chain,LDHC,SomaScan v4,6544,LDHC,lactate dehydrogenase C,150150,ENSG00000166796,3948
LDLRAP1,LDLRAP1_18183_3,SeqId.18183-3,Q5SW96,ARH,Low density lipoprotein receptor adapter protein 1,LDLRAP1,SomaScan v4,18640,LDLRAP1,low density lipoprotein receptor adaptor protein 1,605747,ENSG00000157978,26119
LEAP2,LEAP2_5708_1,SeqId.5708-1,Q969E1,LEAP2,Liver-expressed antimicrobial peptide 2,LEAP2,SomaScan v4,29571,LEAP2,liver enriched antimicrobial peptide 2,611373,ENSG00000164406,116842
LEFTY2,LEFTY2_15503_15,SeqId.15503-15,O00292,Lefty-A,Left-right determination factor 2,LEFTY2,SomaScan v4,3122,LEFTY2,left-right determination factor 2,601877,ENSG00000143768,7044
LEFTY2,LEFTY2_15503_20,SeqId.15503-20,O00292,Lefty-A,Left-right determination factor 2,LEFTY2,SomaScan v4,3122,LEFTY2,left-right determination factor 2,601877,ENSG00000143768,7044
LEPR,LEPR_5400_52,SeqId.5400-52,P48357,sLeptin R,"Leptin receptor, soluble",LEPR,SomaScan v4,6554,LEPR,leptin receptor,601007,ENSG00000116678,3953
LGALS3,LGALS3_3066_12,SeqId.3066-12,P17931,Galectin-3,Galectin-3,LGALS3,SomaScan v4,6563,LGALS3,galectin 3,153619,ENSG00000131981,3958
LGALS3BP,LGALS3BP_5000_52,SeqId.5000-52,Q08380,LG3BP,Galectin-3-binding protein,LGALS3BP,SomaScan v4,6564,LGALS3BP,galectin 3 binding protein,600626,ENSG00000108679,3959
LGALS4,LGALS4_2982_82,SeqId.2982-82,P56470,Galectin-4,Galectin-4,LGALS4,SomaScan v4,6565,LGALS4,galectin 4,602518,ENSG00000171747,3960
LGALS9,LGALS9_9197_4,SeqId.9197-4,O00182,LEG9,Galectin-9,LGALS9,SomaScan v4,6570,LGALS9,galectin 9,601879,ENSG00000168961,3965
LGMN,LGMN_3622_33,SeqId.3622-33,Q99538,LGMN,Legumain,LGMN,SomaScan v4,9472,LGMN,legumain,602620,ENSG00000100600,5641
LGR4,LGR4_16304_6,SeqId.16304-6,Q9BXB1,LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4,LGR4,SomaScan v4,13299,LGR4,leucine rich repeat containing G protein-coupled receptor 4,606666,ENSG00000205213,55366
LGR5,LGR5_16296_43,SeqId.16296-43,O75473,LGR5,Leucine-rich repeat-containing G-protein coupled receptor 5,LGR5,SomaScan v4,4504,LGR5,leucine rich repeat containing G protein-coupled receptor 5,606667,ENSG00000139292,8549
LHB,LHB_8376_25,SeqId.8376-25,P01229,LSHB,Lutropin subunit beta,LHB,SomaScan v4,6584,LHB,luteinizing hormone subunit beta,152780,ENSG00000104826,3972
LIFR,LIFR_5837_49,SeqId.5837-49,P42702,LIF sR,Leukemia inhibitory factor receptor,LIFR,SomaScan v4,6597,LIFR,LIF receptor subunit alpha,151443,ENSG00000113594,3977
LILRA2,LILRA2_15614_168,SeqId.15614-168,Q8N149,LIRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,LILRA2,SomaScan v4,6603,LILRA2,leukocyte immunoglobulin like receptor A2,604812,ENSG00000239998,11027
LILRA4,LILRA4_8299_66,SeqId.8299-66,P59901,LIRA4,Leukocyte immunoglobulin-like receptor subfamily A member 4,LILRA4,SomaScan v4,15503,LILRA4,leukocyte immunoglobulin like receptor A4,607517,ENSG00000239961,23547
LILRA5,LILRA5_7787_25,SeqId.7787-25,A6NI73,LIRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,LILRA5,SomaScan v4,16309,LILRA5,leukocyte immunoglobulin like receptor A5,606047,ENSG00000187116,353514
LILRA5,LILRA5_8766_29,SeqId.8766-29,A6NI73,LIRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,LILRA5,SomaScan v4,16309,LILRA5,leukocyte immunoglobulin like receptor A5,606047,ENSG00000187116,353514
LILRA6,LILRA6_7059_14,SeqId.7059-14,Q6PI73,LIRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,LILRA6,SomaScan v4,15495,LILRA6,leukocyte immunoglobulin like receptor A6,0,ENSG00000244482,79168
LILRB1,LILRB1_5090_49,SeqId.5090-49,Q8NHL6,ILT-2,Leukocyte immunoglobulin-like receptor subfamily B member 1,LILRB1,SomaScan v4,6605,LILRB1,leukocyte immunoglobulin like receptor B1,604811,ENSG00000104972,10859
LILRB2,LILRB2_5091_28,SeqId.5091-28,Q8N423,ILT-4,Leukocyte immunoglobulin-like receptor subfamily B member 2,LILRB2,SomaScan v4,6606,LILRB2,leukocyte immunoglobulin like receptor B2,604815,ENSG00000131042,10288
LILRB3,LILRB3_15615_8,SeqId.15615-8,O75022,LIRB3,Leukocyte immunoglobulin-like receptor subfamily B member 3,LILRB3,SomaScan v4,6607,LILRB3,leukocyte immunoglobulin like receptor B3,604820,ENSG00000204577,11025
RBP1,RBP1_19279_42,SeqId.19279-42,P09455,CRBP,Retinol-binding protein 1,RBP1,SomaScan v4,9919,RBP1,retinol binding protein 1,180260,ENSG00000114115,5947
RBP4,RBP4_15633_6,SeqId.15633-6,P02753,RBP,Retinol-binding protein 4,RBP4,SomaScan v4,9922,RBP4,retinol binding protein 4,180250,ENSG00000138207,5950
RBP5,RBP5_19241_31,SeqId.19241-31,P82980,RBP-III,Retinol-binding protein 5,RBP5,SomaScan v4,15847,RBP5,retinol binding protein 5,611866,ENSG00000139194,83758
RBP7,RBP7_14208_3,SeqId.14208-3,Q96R05,RET7,Retinoid-binding protein 7,RBP7,SomaScan v4,30316,RBP7,retinol binding protein 7,608604,ENSG00000162444,116362
RCN1,RCN1_9322_15,SeqId.9322-15,Q15293,RCN1,Reticulocalbin-1,RCN1,SomaScan v4,9934,RCN1,reticulocalbin 1,602735,ENSG00000049449,5954
RECQL,RECQL_11431_235,SeqId.11431-235,P46063,RECQ1,ATP-dependent DNA helicase Q1,RECQL,SomaScan v4,9948,RECQL,RecQ like helicase,600537,ENSG00000004700,5965
REG1A,REG1A_13095_51,SeqId.13095-51,P05451,PSP,Lithostathine-1-alpha,REG1A,SomaScan v4,9951,REG1A,regenerating family member 1 alpha,167770,ENSG00000115386,5967
REG3A,REG3A_15304_1,SeqId.15304-1,Q06141,PAP1,Regenerating islet-derived protein 3-alpha,REG3A,SomaScan v4,8601,REG3A,regenerating family member 3 alpha,167805,ENSG00000172016,5068
REG3G,REG3G_15476_6,SeqId.15476-6,Q6UW15,REG3G,Regenerating islet-derived protein 3-gamma,REG3G,SomaScan v4,29595,REG3G,regenerating family member 3 gamma,609933,ENSG00000143954,130120
REG4,REG4_11102_22,SeqId.11102-22,Q9BYZ8,REG4,Regenerating islet-derived protein 4,REG4,SomaScan v4,22977,REG4,regenerating family member 4,609846,ENSG00000134193,83998
RELT,RELT_14112_40,SeqId.14112-40,Q969Z4,RELT,Tumor necrosis factor receptor superfamily member 19L,RELT,SomaScan v4,13764,RELT,RELT TNF receptor,611211,ENSG00000054967,84957
REN,REN_3396_54,SeqId.3396-54,P00797,Renin,Renin,REN,SomaScan v4,9958,REN,renin,179820,ENSG00000143839,5972
RET,RET_3220_40,SeqId.3220-40,P07949,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,SomaScan v4,9967,RET,ret proto-oncogene,164761,ENSG00000165731,5979
RETN,RETN_3046_31,SeqId.3046-31,Q9HD89,resistin,Resistin,RETN,SomaScan v4,20389,RETN,resistin,605565,ENSG00000104918,56729
REXO2,REXO2_13590_1,SeqId.13590-1,Q9Y3B8,ORN,"Oligoribonuclease, mitochondrial",REXO2,SomaScan v4,17851,REXO2,RNA exonuclease 2,607149,ENSG00000076043,25996
RFESD,RFESD_13603_7,SeqId.13603-7,Q8TAC1,RFESD,Rieske domain-containing protein,RFESD,SomaScan v4,29587,RFESD,Rieske Fe-S domain containing,0,ENSG00000175449,317671
RFK,RFK_13059_33,SeqId.13059-33,Q969G6,RIFK,Riboflavin kinase,RFK,SomaScan v4,30324,RFK,riboflavin kinase,613010,ENSG00000135002,55312
RGMA,RGMA_5483_1,SeqId.5483-1,Q96B86,RGMA,Repulsive guidance molecule A,RGMA,SomaScan v4,30308,RGMA,repulsive guidance molecule BMP co-receptor a,607362,ENSG00000182175,56963
