Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel,DECODE_exposure,DCODE_seqid,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
AK1,AK1:P00568:Cardiometabolic,P00568,361,AK1,103000,ENSG00000106992,203,OID20122,Adenylate kinase isoenzyme 1,Olink Explore,Cardiometabolic_v1,AK1_5012_67,SeqId.5012-67,"Myokinase, human",Adenylate kinase isoenzyme 1,AK1,SomaScan v4,361.0,AK1,adenylate kinase 1,103000,ENSG00000106992,203.0,361,AK1,103000,ENSG00000106992,203,Adenylate kinase isoenzyme 1
AK2,AK2:P54819:Neurology_II,P54819,362,AK2,103020,ENSG00000004455,204,OID31142,"Adenylate kinase 2, mitochondrial",Olink Explore,Neurology_v1,AK2_11368_32,SeqId.11368-32,KAD2,"Adenylate kinase 2, mitochondrial",AK2,SomaScan v4,362.0,AK2,adenylate kinase 2,103020,ENSG00000004455,204.0,362,AK2,103020,ENSG00000004455,204,"Adenylate kinase 2, mitochondrial"
AKAP12,AKAP12:Q02952:Inflammation_II,Q02952,370,AKAP12,604698,ENSG00000131016,9590,OID30571,A-kinase anchor protein 12,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,370,AKAP12,604698,ENSG00000131016,9590,A-kinase anchor protein 12
AKR1B1,AKR1B1:P15121:Oncology,P15121,381,AKR1B1,103880,ENSG00000085662,231,OID21244,Aldo-keto reductase family 1 member B1,Olink Explore,Oncology_v1,AKR1B1_16606_85,SeqId.16606-85,Aldose reductase,Aldose reductase,AKR1B1,SomaScan v4,381.0,AKR1B1,aldo-keto reductase family 1 member B,103880,ENSG00000085662,231.0,381,AKR1B1,103880,ENSG00000085662,231,Aldo-keto reductase family 1 member B1
AKR1C4,AKR1C4:P17516:Cardiometabolic,P17516,387,AKR1C4,600451,ENSG00000198610,1109,OID20062,Aldo-keto reductase family 1 member C4,Olink Explore,Cardiometabolic_v1,AKR1C4_18397_5,SeqId.18397-5,AK1C4,Aldo-keto reductase family 1 member C4,AKR1C4,SomaScan v4,387.0,AKR1C4,aldo-keto reductase family 1 member C4,600451,ENSG00000198610,1109.0,387,AKR1C4,600451,ENSG00000198610,1109,Aldo-keto reductase family 1 member C4
AKT2,AKT2:P31751:Neurology_II,P31751,392,AKT2,164731,ENSG00000105221,208,OID31052,RAC-beta serine/threonine-protein kinase,Olink Explore,Neurology_v1,AKT2_14685_17,SeqId.14685-17,PKB beta,RAC-beta serine/threonine-protein kinase,AKT2,SomaScan v4,392.0,AKT2,AKT serine/threonine kinase 2,164731,ENSG00000105221,208.0,392,AKT2,164731,ENSG00000105221,208,RAC-beta serine/threonine-protein kinase
AKT2,AKT2:P31751:Neurology_II,P31751,392,AKT2,164731,ENSG00000105221,208,OID31052,RAC-beta serine/threonine-protein kinase,Olink Explore,Neurology_v1,AKT2_5360_9,SeqId.5360-9,PKB beta,RAC-beta serine/threonine-protein kinase,AKT2,SomaScan v4,392.0,AKT2,AKT serine/threonine kinase 2,164731,ENSG00000105221,208.0,392,AKT2,164731,ENSG00000105221,208,RAC-beta serine/threonine-protein kinase
AKT3,AKT3:Q9Y243:Oncology,Q9Y243,393,AKT3,611223,ENSG00000117020,10000,OID21197,RAC-gamma serine/threonine-protein kinase,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,393,AKT3,611223,ENSG00000117020,10000,RAC-gamma serine/threonine-protein kinase
ALCAM,ALCAM:Q13740:Cardiometabolic,Q13740,400,ALCAM,601662,ENSG00000170017,214,OID20273,CD166 antigen,Olink Explore,Cardiometabolic_v1,ALCAM_5451_1,SeqId.5451-1,ALCAM,CD166 antigen,ALCAM,SomaScan v4,400.0,ALCAM,activated leukocyte cell adhesion molecule,601662,ENSG00000170017,214.0,400,ALCAM,601662,ENSG00000170017,214,CD166 antigen
ALDH1A1,ALDH1A1:P00352:Neurology,P00352,402,ALDH1A1,100640,ENSG00000165092,216,OID21128,Retinal dehydrogenase 1,Olink Explore,Neurology_v1,ALDH1A1_11265_8,SeqId.11265-8,Retinal dehydrogenase 1,Retinal dehydrogenase 1,ALDH1A1,SomaScan v4,402.0,ALDH1A1,aldehyde dehydrogenase 1 family member A1,100640,ENSG00000165092,216.0,402,ALDH1A1,100640,ENSG00000165092,216,Retinal dehydrogenase 1
ALDH2,ALDH2:P05091:Oncology_II,P05091,404,ALDH2,100650,ENSG00000111275,217,OID31380,"Aldehyde dehydrogenase, mitochondrial",Olink Explore,Oncology_v1,ALDH2_18381_16,SeqId.18381-16,ALDH-E2,"Aldehyde dehydrogenase, mitochondrial",ALDH2,SomaScan v4,404.0,ALDH2,aldehyde dehydrogenase 2 family member,100650,ENSG00000111275,217.0,404,ALDH2,100650,ENSG00000111275,217,"Aldehyde dehydrogenase, mitochondrial"
ALDH3A1,ALDH3A1:P30838:Inflammation,P30838,405,ALDH3A1,100660,ENSG00000108602,218,OID20512,"Aldehyde dehydrogenase, dimeric NADP-preferring",Olink Explore,Inflammation_v1,ALDH3A1_11480_1,SeqId.11480-1,"Aldehyde dehydrogenase, class 3","Aldehyde dehydrogenase, dimeric NADP-preferring",ALDH3A1,SomaScan v4,405.0,ALDH3A1,aldehyde dehydrogenase 3 family member A1,100660,ENSG00000108602,218.0,405,ALDH3A1,100660,ENSG00000108602,218,"Aldehyde dehydrogenase, dimeric NADP-preferring"
ALDH5A1,ALDH5A1:P51649:Neurology_II,P51649,408,ALDH5A1,610045,ENSG00000112294,7915,OID31047,"Succinate-semialdehyde dehydrogenase, mitochondrial",Olink Explore,Neurology_v1,ALDH5A1_17792_158,SeqId.17792-158,SSDH,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,SomaScan v4,408.0,ALDH5A1,aldehyde dehydrogenase 5 family member A1,610045,ENSG00000112294,7915.0,408,ALDH5A1,610045,ENSG00000112294,7915,"Succinate-semialdehyde dehydrogenase, mitochondrial"
ALMS1,ALMS1:Q8TCU4:Oncology_II,Q8TCU4,428,ALMS1,606844,ENSG00000116127,7840,OID31275,Alstrom syndrome protein 1,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,428,ALMS1,606844,ENSG00000116127,7840,Alstrom syndrome protein 1
ALPI,ALPI:P09923:Inflammation_II,P09923,437,ALPI,171740,ENSG00000163295,248,OID30497,Intestinal-type alkaline phosphatase,Olink Explore,Inflammation_v1,ALPI_17441_4,SeqId.17441-4,"Alkaline phosphatase, intestine",Intestinal-type alkaline phosphatase,ALPI,SomaScan v4,437.0,ALPI,"alkaline phosphatase, intestinal",171740,ENSG00000163295,248.0,437,ALPI,171740,ENSG00000163295,248,Intestinal-type alkaline phosphatase
ALPP,ALPP:P05187:Oncology,P05187,439,ALPP,171800,ENSG00000163283,250,OID21383,"Alkaline phosphatase, placental type",Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,439,ALPP,171800,ENSG00000163283,250,"Alkaline phosphatase, placental type"
AMBN,AMBN:Q9NP70:Inflammation,Q9NP70,452,AMBN,601259,ENSG00000178522,258,OID20437,Ameloblastin,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,452,AMBN,601259,ENSG00000178522,258,Ameloblastin
AMBP,AMBP:P02760:Oncology,P02760,453,AMBP,176870,ENSG00000106927,259,OID21413,Protein AMBP,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,453,AMBP,176870,ENSG00000106927,259,Protein AMBP
AMFR,AMFR:Q9UKV5:Neurology,Q9UKV5,463,AMFR,603243,ENSG00000159461,267,OID20806,E3 ubiquitin-protein ligase AMFR,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,463,AMFR,603243,ENSG00000159461,267,E3 ubiquitin-protein ligase AMFR
AMPD3,AMPD3:Q01432:Neurology_II,Q01432,470,AMPD3,102772,ENSG00000133805,272,OID31139,AMP deaminase 3,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,470,AMPD3,102772,ENSG00000133805,272,AMP deaminase 3
AMY2A,AMY2A:P04746:Cardiometabolic,P04746,477,AMY2A,104650,ENSG00000243480,279,OID20333,Pancreatic alpha-amylase,Olink Explore,Cardiometabolic_v1,AMY2A_18917_53,SeqId.18917-53,Pancreatic alpha-amylase,Pancreatic alpha-amylase,AMY2A,SomaScan v4,477.0,AMY2A,amylase alpha 2A,104650,ENSG00000243480,279.0,477,AMY2A,104650,ENSG00000243480,279,Pancreatic alpha-amylase
AMY2B,AMY2B:P19961:Cardiometabolic,P19961,478,AMY2B,104660,ENSG00000240038,280,OID20340,Alpha-amylase 2B,Olink Explore,Cardiometabolic_v1,AMY2B_15556_49,SeqId.15556-49,Alpha-amylase 2B,Alpha-amylase 2B,AMY2B,SomaScan v4,478.0,AMY2B,amylase alpha 2B,104660,ENSG00000240038,280.0,478,AMY2B,104660,ENSG00000240038,280,Alpha-amylase 2B
ANG,ANG:P03950:Cardiometabolic,P03950,483,ANG,105850,ENSG00000214274,283,OID20403,Angiogenin,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,483,ANG,105850,ENSG00000214274,283,Angiogenin
ANGPT1,ANGPT1:Q15389:Inflammation,Q15389,484,ANGPT1,601667,ENSG00000154188,284,OID20740,Angiopoietin-1,Olink Explore,Inflammation_v1,ANGPT1_2811_27,SeqId.2811-27,Angiopoietin-1,Angiopoietin-1,ANGPT1,SomaScan v4,484.0,ANGPT1,angiopoietin 1,601667,ENSG00000154188,284.0,484,ANGPT1,601667,ENSG00000154188,284,Angiopoietin-1
ANGPT2,ANGPT2:O15123:Oncology,O15123,485,ANGPT2,601922,ENSG00000091879,285,OID21463,Angiopoietin-2,Olink Explore,Oncology_v1,ANGPT2_2602_2,SeqId.2602-2,Angiopoietin-2,Angiopoietin-2,ANGPT2,SomaScan v4,485.0,ANGPT2,angiopoietin 2,601922,ENSG00000091879,285.0,485,ANGPT2,601922,ENSG00000091879,285,Angiopoietin-2
ANGPTL1,ANGPTL1:O95841:Cardiometabolic,O95841,489,ANGPTL1,603874,ENSG00000116194,9068,OID20211,Angiopoietin-related protein 1,Olink Explore,Cardiometabolic_v1,ANGPTL1_11142_11,SeqId.11142-11,ANGL1,Angiopoietin-related protein 1,ANGPTL1,SomaScan v4,489.0,ANGPTL1,angiopoietin like 1,603874,ENSG00000116194,9068.0,489,ANGPTL1,603874,ENSG00000116194,9068,Angiopoietin-related protein 1
ANGPTL1,ANGPTL1:O95841:Cardiometabolic,O95841,489,ANGPTL1,603874,ENSG00000116194,9068,OID20211,Angiopoietin-related protein 1,Olink Explore,Cardiometabolic_v1,ANGPTL1_9092_33,SeqId.9092-33,ANGL1,Angiopoietin-related protein 1,ANGPTL1,SomaScan v4,489.0,ANGPTL1,angiopoietin like 1,603874,ENSG00000116194,9068.0,489,ANGPTL1,603874,ENSG00000116194,9068,Angiopoietin-related protein 1
ANGPTL2,ANGPTL2:Q9UKU9:Inflammation,Q9UKU9,490,ANGPTL2,605001,ENSG00000136859,23452,OID20726,Angiopoietin-related protein 2,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,490,ANGPTL2,605001,ENSG00000136859,23452,Angiopoietin-related protein 2
ANGPTL3,ANGPTL3:Q9Y5C1:Cardiometabolic,Q9Y5C1,491,ANGPTL3,604774,ENSG00000132855,27329,OID20407,Angiopoietin-related protein 3,Olink Explore,Cardiometabolic_v1,ANGPTL3_10391_1,SeqId.10391-1,ANGL3,Angiopoietin-related protein 3,ANGPTL3,SomaScan v4,491.0,ANGPTL3,angiopoietin like 3,604774,ENSG00000132855,27329.0,491,ANGPTL3,604774,ENSG00000132855,27329,Angiopoietin-related protein 3
ANK2,ANK2:Q01484:Cardiometabolic_II,Q01484,493,ANK2,106410,ENSG00000145362,287,OID30161,Ankyrin-2,Olink Explore,Cardiometabolic_v1,ANK2_7624_19,SeqId.7624-19,ANK2,Ankyrin-2,ANK2,SomaScan v4,493.0,ANK2,ankyrin 2,106410,ENSG00000145362,287.0,493,ANK2,106410,ENSG00000145362,287,Ankyrin-2
RIPK4,RIPK4:P57078:Cardiometabolic_II,P57078,496,RIPK4,605706,ENSG00000183421,54101,OID30138,Receptor-interacting serine/threonine-protein kinase 4,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,496,RIPK4,605706,ENSG00000183421,54101,Receptor-interacting serine/threonine-protein kinase 4
ANPEP,ANPEP:P15144:Cardiometabolic,P15144,500,ANPEP,151530,ENSG00000166825,290,OID20350,Aminopeptidase N,Olink Explore,Cardiometabolic_v1,ANPEP_15457_14,SeqId.15457-14,Aminopeptidase N,Aminopeptidase N,ANPEP,SomaScan v4,500.0,ANPEP,"alanyl aminopeptidase, membrane",151530,ENSG00000166825,290.0,500,ANPEP,151530,ENSG00000166825,290,Aminopeptidase N
ANXA1,ANXA1:P04083:Inflammation_II,P04083,533,ANXA1,151690,ENSG00000135046,301,OID30617,Annexin A1,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,533,ANXA1,151690,ENSG00000135046,301,Annexin A1
ANXA10,ANXA10:Q9UJ72:Neurology,Q9UJ72,534,ANXA10,608008,ENSG00000109511,11199,OID20886,Annexin A10,Olink Explore,Neurology_v1,ANXA10_13605_16,SeqId.13605-16,ANX10,Annexin A10,ANXA10,SomaScan v4,534.0,ANXA10,annexin A10,608008,ENSG00000109511,11199.0,534,ANXA10,608008,ENSG00000109511,11199,Annexin A10
ANXA11,ANXA11:P50995:Inflammation,P50995,535,ANXA11,602572,ENSG00000122359,311,OID20583,Annexin A11,Olink Explore,Inflammation_v1,ANXA11_17513_11,SeqId.17513-11,ANX11,Annexin A11,ANXA11,SomaScan v4,535.0,ANXA11,annexin A11,602572,ENSG00000122359,311.0,535,ANXA11,602572,ENSG00000122359,311,Annexin A11
ANXA2,ANXA2:P07355:Cardiometabolic_II,P07355,537,ANXA2,151740,ENSG00000182718,302,OID30263,Annexin A2,Olink Explore,Cardiometabolic_v1,ANXA2_13700_10,SeqId.13700-10,annexin II,Annexin A2,ANXA2,SomaScan v4,537.0,ANXA2,annexin A2,151740,ENSG00000182718,302.0,537,ANXA2,151740,ENSG00000182718,302,Annexin A2
ANXA2,ANXA2:P07355:Cardiometabolic_II,P07355,537,ANXA2,151740,ENSG00000182718,302,OID30263,Annexin A2,Olink Explore,Cardiometabolic_v1,ANXA2_4961_17,SeqId.4961-17,annexin II,Annexin A2,ANXA2,SomaScan v4,537.0,ANXA2,annexin A2,151740,ENSG00000182718,302.0,537,ANXA2,151740,ENSG00000182718,302,Annexin A2
ANXA3,ANXA3:P12429:Neurology,P12429,541,ANXA3,106490,ENSG00000138772,306,OID21036,Annexin A3,Olink Explore,Neurology_v1,ANXA3_17163_117,SeqId.17163-117,Annexin III,Annexin A3,ANXA3,SomaScan v4,541.0,ANXA3,annexin A3,106490,ENSG00000138772,306.0,541,ANXA3,106490,ENSG00000138772,306,Annexin A3
ANXA4,ANXA4:P09525:Cardiometabolic,P09525,542,ANXA4,106491,ENSG00000196975,307,OID20123,Annexin A4,Olink Explore,Cardiometabolic_v1,ANXA4_17164_15,SeqId.17164-15,annexin IV,Annexin A4,ANXA4,SomaScan v4,542.0,ANXA4,annexin A4,106491,ENSG00000196975,307.0,542,ANXA4,106491,ENSG00000196975,307,Annexin A4
ANXA5,ANXA5:P08758:Neurology,P08758,543,ANXA5,131230,ENSG00000164111,308,OID20810,Annexin A5,Olink Explore,Neurology_v1,ANXA5_14158_17,SeqId.14158-17,Annexin V,Annexin A5,ANXA5,SomaScan v4,543.0,ANXA5,annexin A5,131230,ENSG00000164111,308.0,543,ANXA5,131230,ENSG00000164111,308,Annexin A5
AOC3,AOC3:Q16853:Cardiometabolic,Q16853,550,AOC3,603735,ENSG00000131471,8639,OID20389,Membrane primary amine oxidase,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,550,AOC3,603735,ENSG00000131471,8639,Membrane primary amine oxidase
AP1G2,AP1G2:O75843:Oncology_II,O75843,556,AP1G2,603534,ENSG00000213983,8906,OID31348,AP-1 complex subunit gamma-like 2,Olink Explore,Oncology_v1,AP1G2_12714_38,SeqId.12714-38,AP1G2,AP-1 complex subunit gamma-like 2,AP1G2,SomaScan v4,556.0,AP1G2,adaptor related protein complex 1 subunit gamma 2,603534,ENSG00000213983,8906.0,556,AP1G2,603534,ENSG00000213983,8906,AP-1 complex subunit gamma-like 2
AP2B1,AP2B1:P63010:Neurology_II,P63010,563,AP2B1,601025,ENSG00000006125,163,OID30949,AP-2 complex subunit beta,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,563,AP2B1,601025,ENSG00000006125,163,AP-2 complex subunit beta
AP3B1,AP3B1:O00203:Oncology_II,O00203,566,AP3B1,603401,ENSG00000132842,8546,OID31478,AP-3 complex subunit beta-1,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,566,AP3B1,603401,ENSG00000132842,8546,AP-3 complex subunit beta-1
AP3S2,AP3S2:P59780:Neurology_II,P59780,571,AP3S2,602416,ENSG00000157823,10239,OID31117,AP-3 complex subunit sigma-2,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,571,AP3S2,602416,ENSG00000157823,10239,AP-3 complex subunit sigma-2
APCS,APCS:P02743:Inflammation_II,P02743,584,APCS,104770,ENSG00000132703,325,OID30778,Serum amyloid P-component,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,584,APCS,104770,ENSG00000132703,325,Serum amyloid P-component
APEX1,APEX1:P27695:Oncology,P27695,587,APEX1,107748,ENSG00000100823,328,OID21434,DNA-(apurinic or apyrimidinic site) endonuclease,Olink Explore,Oncology_v1,APEX1_9849_13,SeqId.9849-13,APEX1,DNA-(apurinic or apyrimidinic site) lyase,APEX1,SomaScan v4,587.0,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,107748,ENSG00000100823,328.0,587,APEX1,107748,ENSG00000100823,328,DNA-(apurinic or apyrimidinic site) endonuclease
BIRC2,BIRC2:Q13490:Oncology,Q13490,590,BIRC2,601712,ENSG00000110330,329,OID21217,Baculoviral IAP repeat-containing protein 2,Olink Explore,Oncology_v1,BIRC2_10046_55,SeqId.10046-55,cIAP-1,Baculoviral IAP repeat-containing protein 2,BIRC2,SomaScan v4,590.0,BIRC2,baculoviral IAP repeat containing 2,601712,ENSG00000110330,329.0,590,BIRC2,601712,ENSG00000110330,329,Baculoviral IAP repeat-containing protein 2
XIAP,XIAP:P98170:Inflammation_II,P98170,592,XIAP,300079,ENSG00000101966,331,OID30490,E3 ubiquitin-protein ligase XIAP,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,592,XIAP,300079,ENSG00000101966,331,E3 ubiquitin-protein ligase XIAP
APLP1,APLP1:P51693:Cardiometabolic,P51693,597,APLP1,104775,ENSG00000105290,333,OID20164,Amyloid-like protein 1,Olink Explore,Cardiometabolic_v1,APLP1_7210_25,SeqId.7210-25,Amyloid-like protein 1,Amyloid-like protein 1,APLP1,SomaScan v4,597.0,APLP1,amyloid beta precursor like protein 1,104775,ENSG00000105290,333.0,597,APLP1,104775,ENSG00000105290,333,Amyloid-like protein 1
APOA1,APOA1:P02647:Inflammation_II,P02647,600,APOA1,107680,ENSG00000118137,335,OID30769,Apolipoprotein A-I,Olink Explore,Inflammation_v1,APOA1_2750_3,SeqId.2750-3,Apo A-I,Apolipoprotein A-I,APOA1,SomaScan v4,600.0,APOA1,apolipoprotein A1,107680,ENSG00000118137,335.0,600,APOA1,107680,ENSG00000118137,335,Apolipoprotein A-I
APOA2,APOA2:P02652:Inflammation_II,P02652,601,APOA2,107670,ENSG00000158874,336,OID30686,Apolipoprotein A-II,Olink Explore,Inflammation_v1,APOA2_7127_3,SeqId.7127-3,Apo A-II,Apolipoprotein A-II,APOA2,SomaScan v4,601.0,APOA2,apolipoprotein A2,107670,ENSG00000158874,336.0,601,APOA2,107670,ENSG00000158874,336,Apolipoprotein A-II
APOA4,APOA4:P06727:Inflammation_II,P06727,602,APOA4,107690,ENSG00000110244,337,OID30733,Apolipoprotein A-IV,Olink Explore,Inflammation_v1,APOA4_17685_9,SeqId.17685-9,Apo A-IV,Apolipoprotein A-IV,APOA4,SomaScan v4,602.0,APOA4,apolipoprotein A4,107690,ENSG00000110244,337.0,602,APOA4,107690,ENSG00000110244,337,Apolipoprotein A-IV
APOC1,APOC1:P02654:Inflammation_II,P02654,607,APOC1,107710,ENSG00000130208,341,OID30749,Apolipoprotein C-I,Olink Explore,Inflammation_v1,APOC1_15364_101,SeqId.15364-101,Apo C-I,Apolipoprotein C-I,APOC1,SomaScan v4,607.0,APOC1,apolipoprotein C1,107710,ENSG00000130208,341.0,607,APOC1,107710,ENSG00000130208,341,Apolipoprotein C-I
APOD,APOD:P05090:Inflammation_II,P05090,612,APOD,107740,ENSG00000189058,347,OID30746,Apolipoprotein D,Olink Explore,Inflammation_v1,APOD_4712_28,SeqId.4712-28,Apo D,Apolipoprotein D,APOD,SomaScan v4,612.0,APOD,apolipoprotein D,107740,ENSG00000189058,347.0,612,APOD,107740,ENSG00000189058,347,Apolipoprotein D
APOE,APOE:P02649:Inflammation_II,P02649,613,APOE,107741,ENSG00000130203,348,OID30727,Apolipoprotein E,Olink Explore,Inflammation_v1,APOE_2418_55,SeqId.2418-55,Apo E,Apolipoprotein E,APOE,SomaScan v4,613.0,APOE,apolipoprotein E,107741,ENSG00000130203,348.0,613,APOE,107741,ENSG00000130203,348,Apolipoprotein E
APOF,APOF:Q13790:Inflammation_II,Q13790,615,APOF,107760,ENSG00000175336,319,OID30701,Apolipoprotein F,Olink Explore,Inflammation_v1,APOF_12370_30,SeqId.12370-30,Apo F,Apolipoprotein F,APOF,SomaScan v4,615.0,APOF,apolipoprotein F,107760,ENSG00000175336,319.0,615,APOF,107760,ENSG00000175336,319,Apolipoprotein F
APOH,APOH:P02749:Neurology,P02749,616,APOH,138700,ENSG00000091583,350,OID21072,Beta-2-glycoprotein 1,Olink Explore,Neurology_v1,APOH_8288_27,SeqId.8288-27,b2-Glycoprotein I,Beta-2-glycoprotein 1,APOH,SomaScan v4,616.0,APOH,apolipoprotein H,138700,ENSG00000091583,350.0,616,APOH,138700,ENSG00000091583,350,Beta-2-glycoprotein 1
APOL1,APOL1:O14791:Inflammation_II,O14791,618,APOL1,603743,ENSG00000100342,8542,OID30708,Apolipoprotein L1,Olink Explore,Inflammation_v1,APOL1_11510_31,SeqId.11510-31,Apo L1,Apolipoprotein L1,APOL1,SomaScan v4,618.0,APOL1,apolipoprotein L1,603743,ENSG00000100342,8542.0,618,APOL1,603743,ENSG00000100342,8542,Apolipoprotein L1
APOL1,APOL1:O14791:Inflammation_II,O14791,618,APOL1,603743,ENSG00000100342,8542,OID30708,Apolipoprotein L1,Olink Explore,Inflammation_v1,APOL1_9506_10,SeqId.9506-10,Apo L1,Apolipoprotein L1,APOL1,SomaScan v4,618.0,APOL1,apolipoprotein L1,603743,ENSG00000100342,8542.0,618,APOL1,603743,ENSG00000100342,8542,Apolipoprotein L1
APP,APP:P05067:Neurology,P05067,620,APP,104760,ENSG00000142192,351,OID21070,Amyloid-beta precursor protein,Olink Explore,Neurology_v1,APP_3171_57,SeqId.3171-57,amyloid precursor protein,Amyloid beta A4 protein,APP,SomaScan v4,620.0,APP,amyloid beta precursor protein,104760,ENSG00000142192,351.0,620,APP,104760,ENSG00000142192,351,Amyloid-beta precursor protein
APRT,APRT:P07741:Neurology,P07741,626,APRT,102600,ENSG00000198931,353,OID20927,Adenine phosphoribosyltransferase,Olink Explore,Neurology_v1,APRT_10088_37,SeqId.10088-37,APT,Adenine phosphoribosyltransferase,APRT,SomaScan v4,626.0,APRT,adenine phosphoribosyltransferase,102600,ENSG00000198931,353.0,626,APRT,102600,ENSG00000198931,353,Adenine phosphoribosyltransferase
ARAF,ARAF:P10398:Oncology_II,P10398,646,ARAF,311010,ENSG00000078061,369,OID31260,Serine/threonine-protein kinase A-Raf,Olink Explore,Oncology_v1,ARAF_12583_77,SeqId.12583-77,ARAF,Serine/threonine-protein kinase A-Raf,ARAF,SomaScan v4,646.0,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",311010,ENSG00000078061,369.0,646,ARAF,311010,ENSG00000078061,369,Serine/threonine-protein kinase A-Raf
AREG,AREG:P15514:Oncology,P15514,651,AREG,104640,ENSG00000109321,374,OID21357,Amphiregulin,Olink Explore,Oncology_v1,AREG_2970_60,SeqId.2970-60,AREG,Amphiregulin,AREG,SomaScan v4,651.0,AREG,amphiregulin,104640,ENSG00000109321,374.0,651,AREG,104640,ENSG00000109321,374,Amphiregulin
ARF6,ARF6:P62330:Oncology_II,P62330,659,ARF6,600464,ENSG00000165527,382,OID31523,ADP-ribosylation factor 6,Olink Explore,Oncology_v1,ARF6_12425_104,SeqId.12425-104,ARF6,ADP-ribosylation factor 6,ARF6,SomaScan v4,659.0,ARF6,ADP ribosylation factor 6,600464,ENSG00000165527,382.0,659,ARF6,600464,ENSG00000165527,382,ADP-ribosylation factor 6
ARG1,ARG1:P05089:Oncology,P05089,663,ARG1,608313,ENSG00000118520,383,OID21445,Arginase-1,Olink Explore,Oncology_v1,ARG1_5867_60,SeqId.5867-60,ARGI1,Arginase-1,ARG1,SomaScan v4,663.0,ARG1,arginase 1,608313,ENSG00000118520,383.0,663,ARG1,608313,ENSG00000118520,383,Arginase-1
ARG2,ARG2:P78540:Oncology_II,P78540,664,ARG2,107830,ENSG00000081181,384,OID31339,"Arginase-2, mitochondrial",Olink Explore,Oncology_v1,ARG2_17752_24,SeqId.17752-24,Arginase,"Arginase-2, mitochondrial",ARG2,SomaScan v4,664.0,ARG2,arginase 2,107830,ENSG00000081181,384.0,664,ARG2,107830,ENSG00000081181,384,"Arginase-2, mitochondrial"
RHOC,RHOC:P08134:Neurology,P08134,669,RHOC,165380,ENSG00000155366,389,OID20950,Rho-related GTP-binding protein RhoC,Olink Explore,Neurology_v1,RHOC_17764_108,SeqId.17764-108,RHOC,Rho-related GTP-binding protein RhoC,RHOC,SomaScan v4,669.0,RHOC,ras homolog family member C,165380,ENSG00000155366,389.0,669,RHOC,165380,ENSG00000155366,389,Rho-related GTP-binding protein RhoC
ARHGAP1,ARHGAP1:Q07960:Oncology,Q07960,673,ARHGAP1,602732,ENSG00000175220,392,OID21202,Rho GTPase-activating protein 1,Olink Explore,Oncology_v1,ARHGAP1_9815_5,SeqId.9815-5,RHG01,Rho GTPase-activating protein 1,ARHGAP1,SomaScan v4,673.0,ARHGAP1,Rho GTPase activating protein 1,602732,ENSG00000175220,392.0,673,ARHGAP1,602732,ENSG00000175220,392,Rho GTPase-activating protein 1
