Protein,uniprot,UKBB_PPP_exposure,DECODE_exposure,UKBB_PPP_platform,DCODE_platform,UKBB_PPP_panel,DCODE_seqid,UKBB_PPP_oid,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
APOL1,O14791,APOL1:O14791:Inflammation_II,APOL1_9506_10,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.9506-10,OID30708,618,APOL1,603743,ENSG00000100342,8542,Apolipoprotein L1
APP,P05067,APP:P05067:Neurology,APP_3171_57,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3171-57,OID21070,620,APP,104760,ENSG00000142192,351,Amyloid-beta precursor protein
APRT,P07741,APRT:P07741:Neurology,APRT_10088_37,Olink Explore,SomaScan v4,Neurology_v1,SeqId.10088-37,OID20927,626,APRT,102600,ENSG00000198931,353,Adenine phosphoribosyltransferase
ARAF,P10398,ARAF:P10398:Oncology_II,ARAF_12583_77,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12583-77,OID31260,646,ARAF,311010,ENSG00000078061,369,Serine/threonine-protein kinase A-Raf
AREG,P15514,AREG:P15514:Oncology,AREG_2970_60,Olink Explore,SomaScan v4,Oncology_v1,SeqId.2970-60,OID21357,651,AREG,104640,ENSG00000109321,374,Amphiregulin
ARF6,P62330,ARF6:P62330:Oncology_II,ARF6_12425_104,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12425-104,OID31523,659,ARF6,600464,ENSG00000165527,382,ADP-ribosylation factor 6
ARG1,P05089,ARG1:P05089:Oncology,ARG1_5867_60,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5867-60,OID21445,663,ARG1,608313,ENSG00000118520,383,Arginase-1
ARG2,P78540,ARG2:P78540:Oncology_II,ARG2_17752_24,Olink Explore,SomaScan v4,Oncology_v1,SeqId.17752-24,OID31339,664,ARG2,107830,ENSG00000081181,384,"Arginase-2, mitochondrial"
RHOC,P08134,RHOC:P08134:Neurology,RHOC_17764_108,Olink Explore,SomaScan v4,Neurology_v1,SeqId.17764-108,OID20950,669,RHOC,165380,ENSG00000155366,389,Rho-related GTP-binding protein RhoC
ARHGAP1,Q07960,ARHGAP1:Q07960:Oncology,ARHGAP1_9815_5,Olink Explore,SomaScan v4,Oncology_v1,SeqId.9815-5,OID21202,673,ARHGAP1,602732,ENSG00000175220,392,Rho GTPase-activating protein 1
ARHGAP5,Q13017,ARHGAP5:Q13017:Oncology_II,ARHGAP5_14748_31,Olink Explore,SomaScan v4,Oncology_v1,SeqId.14748-31,OID31190,675,ARHGAP5,602680,ENSG00000100852,394,Rho GTPase-activating protein 5
ARHGEF1,Q92888,ARHGEF1:Q92888:Neurology_II,ARHGEF1_13976_9,Olink Explore,SomaScan v4,Neurology_v1,SeqId.13976-9,OID31133,681,ARHGEF1,601855,ENSG00000076928,9138,Rho guanine nucleotide exchange factor 1
ARNT,P27540,ARNT:P27540:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20432,700,ARNT,126110,ENSG00000143437,405,Aryl hydrocarbon receptor nuclear translocator
ARSA,P15289,ARSA:P15289:Neurology,ARSA_3583_54,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3583-54,OID21138,713,ARSA,607574,ENSG00000100299,410,Arylsulfatase A
ARSB,P15848,ARSB:P15848:Oncology,ARSB_3172_28,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3172-28,OID21331,714,ARSB,611542,ENSG00000113273,411,Arylsulfatase B
ART3,Q13508,ART3:Q13508:Cardiometabolic,ART3_7970_315,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.7970-315,OID20346,725,ART3,603086,ENSG00000156219,419,Ecto-ADP-ribosyltransferase 3
ARTN,Q5T4W7,ARTN:Q5T4W7:Inflammation,ARTN_2939_10,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2939-10,OID20446,727,ARTN,603886,ENSG00000117407,9048,Artemin
ASAH1,Q13510,ASAH1:Q13510:Cardiometabolic_II,ASAH1_5748_20,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.5748-20,OID30415,735,ASAH1,613468,ENSG00000104763,427,Acid ceramidase
NAAA,Q02083,NAAA:Q02083:Neurology,NAAA_3173_49,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3173-49,OID20931,736,NAAA,607469,ENSG00000138744,27163,N-acylethanolamine-hydrolyzing acid amidase
ASGR1,P07306,ASGR1:P07306:Neurology,ASGR1_5452_71,Olink Explore,SomaScan v4,Neurology_v1,SeqId.5452-71,OID20990,742,ASGR1,108360,ENSG00000141505,432,Asialoglycoprotein receptor 1
ASGR2,P07307,ASGR2:P07307:Inflammation_II,ASGR2_9474_22,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.9474-22,OID30679,743,ASGR2,108361,ENSG00000161944,433,Asialoglycoprotein receptor 2
GET3,O43681,GET3:O43681:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30303,752,GET3,601913,ENSG00000198356,439,ATPase GET3
ASS1,P00966,ASS1:P00966:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30170,758,ASS1,603470,ENSG00000130707,445,Argininosuccinate synthase
SERPINC1,P01008,SERPINC1:P01008:Inflammation_II,SERPINC1_3344_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3344-60,OID30789,775,SERPINC1,107300,ENSG00000117601,462,Antithrombin-III
ATF2,P15336,ATF2:P15336:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20798,784,ATF2,123811,ENSG00000115966,1386,Cyclic AMP-dependent transcription factor ATF-2
ATOX1,O00244,ATOX1:O00244:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21476,798,ATOX1,602270,ENSG00000177556,475,Copper transport protein ATOX1
ATP1B1,P05026,ATP1B1:P05026:Cardiometabolic_II,ATP1B1_13392_13,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.13392-13,OID30124,804,ATP1B1,182330,ENSG00000143153,481,Sodium/potassium-transporting ATPase subunit beta-1
ATP2B4,P23634,ATP2B4:P23634:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30062,817,ATP2B4,108732,ENSG00000058668,493,Plasma membrane calcium-transporting ATPase 4
ATP6V1G2,O95670,ATP6V1G2:O95670:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30167,862,ATP6V1G2,606853,ENSG00000213760,534,V-type proton ATPase subunit G 2
ATP6V1G1,O75348,ATP6V1G1:O75348:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30242,864,ATP6V1G1,607296,ENSG00000136888,9550,V-type proton ATPase subunit G 1
ATP5IF1,Q9UII2,ATP5IF1:Q9UII2:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20760,871,ATP5IF1,614981,ENSG00000130770,93974,"ATPase inhibitor, mitochondrial"
ATRN,O75882-2,ATRN:O75882-2:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30735,885,ATRN,603130,ENSG00000088812,8455,"Attractin, Isoform 2"
AXIN1,O15169,AXIN1:O15169:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20582,903,AXIN1,603816,ENSG00000103126,8312,Axin-1
AXL,P30530,AXL:P30530:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20363,905,AXL,109135,ENSG00000167601,558,Tyrosine-protein kinase receptor UFO
AZU1,P20160,AZU1:P20160:Cardiometabolic,AZU1_14713_46,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.14713-46,OID20309,913,AZU1,162815,ENSG00000172232,566,Azurocidin
B2M,P61769,B2M:P61769:Inflammation_II,B2M_3485_28,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3485-28,OID30725,914,B2M,109700,ENSG00000166710,567,Beta-2-microglobulin
B4GALT1,P15291,B4GALT1:P15291:Inflammation,B4GALT1_13381_49,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.13381-49,OID20780,924,B4GALT1,137060,ENSG00000086062,2683,"Beta-1,4-galactosyltransferase 1"
BACH1,O14867,BACH1:O14867:Inflammation,BACH1_12451_62,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.12451-62,OID20505,935,BACH1,602751,ENSG00000156273,571,Transcription regulator protein BACH1
BAG3,O95817,BAG3:O95817:Neurology,BAG3_10078_5,Olink Explore,SomaScan v4,Neurology_v1,SeqId.10078-5,OID20972,939,BAG3,603883,ENSG00000151929,9531,BAG family molecular chaperone regulator 3
BAG4,O95429,BAG4:O95429:Inflammation_II,BAG4_12844_10,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.12844-10,OID30474,940,BAG4,603884,ENSG00000156735,9530,BAG family molecular chaperone regulator 4
ADGRB3,O60242,ADGRB3:O60242:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20974,945,ADGRB3,602684,ENSG00000135298,577,Adhesion G protein-coupled receptor B3
BAIAP2,Q9UQB8,BAIAP2:Q9UQB8:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21250,947,BAIAP2,605475,ENSG00000175866,10458,Brain-specific angiogenesis inhibitor 1-associated protein 2
BAX,Q07812,BAX:Q07812:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20856,959,BAX,600040,ENSG00000087088,581,Apoptosis regulator BAX
BCAT1,P54687,BCAT1:P54687:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30312,976,BCAT1,113520,ENSG00000060982,586,"Branched-chain-amino-acid aminotransferase, cytosolic"
BCHE,P06276,BCHE:P06276:Inflammation_II,BCHE_15514_26,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.15514-26,OID30717,983,BCHE,177400,ENSG00000114200,590,Cholinesterase
BCL2,P10415,BCL2:P10415:Oncology_II,BCL2_3412_7,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3412-7,OID31454,990,BCL2,151430,ENSG00000171791,596,Apoptosis regulator Bcl-2
BCL2L1,Q07817,BCL2L1:Q07817:Neurology_II,BCL2L1_4423_77,Olink Explore,SomaScan v4,Neurology_v1,SeqId.4423-77,OID31152,992,BCL2L1,600039,ENSG00000171552,598,Bcl-2-like protein 1
BCL2L11,O43521-2,BCL2L11:O43521-2:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20513,994,BCL2L11,603827,ENSG00000153094,10018,"Bcl-2-like protein 11, Isoform BimL "
BCR,P11274,BCR:P11274:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20558,1014,BCR,151410,ENSG00000186716,613,Breakpoint cluster region protein
BDNF,P23560,BDNF:P23560:Cardiometabolic_II,BDNF_14047_78,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.14047-78,OID30373,1033,BDNF,113505,ENSG00000176697,627,Brain-derived neurotrophic factor
BDNF,P23560,BDNF:P23560:Cardiometabolic_II,BDNF_2421_7,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2421-7,OID30373,1033,BDNF,113505,ENSG00000176697,627,Brain-derived neurotrophic factor
BECN1,Q14457,BECN1:Q14457:Cardiometabolic_II,BECN1_13032_1,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.13032-1,OID30220,1034,BECN1,604378,ENSG00000126581,8678,Beclin-1
CFB,P00751,CFB:P00751:Inflammation_II,CFB_4129_72,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4129-72,OID30755,1037,CFB,138470,ENSG00000243649,629,Complement factor B
BGLAP,P02818,BGLAP:P02818:Cardiometabolic_II,BGLAP_11067_13,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.11067-13,OID30389,1043,BGLAP,112260,ENSG00000242252,632,Osteocalcin
BGN,P21810,BGN:P21810:Oncology,BGN_3284_75,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3284-75,OID21198,1044,BGN,301870,ENSG00000182492,633,Biglycan
BID,P55957,BID:P55957:Inflammation,BID_5798_3,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5798-3,OID20517,1050,BID,601997,ENSG00000015475,637,BH3-interacting domain death agonist
BIN2,Q9UBW5,BIN2:Q9UBW5:Neurology,0,Olink Explore,0,Neurology_v1,0,OID21067,1053,BIN2,605936,ENSG00000110934,51411,Bridging integrator 2
BLMH,Q13867,BLMH:Q13867:Cardiometabolic,BLMH_14250_115,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.14250-115,OID20336,1059,BLMH,602403,ENSG00000108578,642,Bleomycin hydrolase
BLVRB,P30043,BLVRB:P30043:Neurology,BLVRB_17148_7,Olink Explore,SomaScan v4,Neurology_v1,SeqId.17148-7,OID21141,1063,BLVRB,600941,ENSG00000090013,645,Flavin reductase
BMP4,P12644,BMP4:P12644:Neurology,BMP4_15667_39,Olink Explore,SomaScan v4,Neurology_v1,SeqId.15667-39,OID20994,1071,BMP4,112262,ENSG00000125378,652,Bone morphogenetic protein 4
BMP4,P12644,BMP4:P12644:Neurology,BMP4_6326_20,Olink Explore,SomaScan v4,Neurology_v1,SeqId.6326-20,OID20994,1071,BMP4,112262,ENSG00000125378,652,Bone morphogenetic protein 4
BMP6,P22004,BMP6:P22004:Cardiometabolic,BMP6_8459_10,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.8459-10,OID20111,1073,BMP6,112266,ENSG00000153162,654,Bone morphogenetic protein 6
BNIP2,Q12982,BNIP2:Q12982:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30292,1083,BNIP2,603292,ENSG00000140299,663,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2
BNIP3L,O60238,BNIP3L:O60238:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30525,1085,BNIP3L,605368,ENSG00000104765,665,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like
BRAP,Q7Z569,BRAP:Q7Z569:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31506,1099,BRAP,604986,ENSG00000089234,8315,BRCA1-associated protein
BRD1,O95696,BRD1:O95696:Oncology_II,BRD1_11607_15,Olink Explore,SomaScan v4,Oncology_v1,SeqId.11607-15,OID31259,1102,BRD1,604589,ENSG00000100425,23774,Bromodomain-containing protein 1
BRDT,Q58F21,BRDT:Q58F21:Cardiometabolic_II,BRDT_12748_6,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.12748-6,OID30179,1105,BRDT,602144,ENSG00000137948,676,Bromodomain testis-specific protein
BSG,P35613,BSG:P35613:Inflammation,BSG_3585_54,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3585-54,OID20626,1116,BSG,109480,ENSG00000172270,682,Basigin
BST1,Q10588,BST1:Q10588:Neurology,BST1_4535_50,Olink Explore,SomaScan v4,Neurology_v1,SeqId.4535-50,OID21051,1118,BST1,600387,ENSG00000109743,683,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2
BST2,Q10589,BST2:Q10589:Neurology,BST2_8832_55,Olink Explore,SomaScan v4,Neurology_v1,SeqId.8832-55,OID21029,1119,BST2,600534,ENSG00000130303,684,Bone marrow stromal antigen 2
BTC,P35070,BTC:P35070:Oncology,BTC_13088_397,Olink Explore,SomaScan v4,Oncology_v1,SeqId.13088-397,OID21199,1121,BTC,600345,ENSG00000174808,685,Probetacellulin
BTD,P43251,BTD:P43251:Inflammation_II,BTD_15644_1,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.15644-1,OID30754,1122,BTD,609019,ENSG00000169814,686,Biotinidase
BTN1A1,Q13410,BTN1A1:Q13410:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31363,1135,BTN1A1,601610,ENSG00000124557,696,Butyrophilin subfamily 1 member A1
BTN2A1,Q7KYR7,BTN2A1:Q7KYR7:Inflammation,BTN2A1_8869_5,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.8869-5,OID20713,1136,BTN2A1,613590,ENSG00000112763,11120,Butyrophilin subfamily 2 member A1
BTN3A2,P78410,BTN3A2:P78410:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20540,1139,BTN3A2,613594,ENSG00000186470,11118,Butyrophilin subfamily 3 member A2
TIGAR,Q9NQ88,TIGAR:Q9NQ88:Neurology,TIGAR_12476_50,Olink Explore,SomaScan v4,Neurology_v1,SeqId.12476-50,OID20894,1185,TIGAR,610775,ENSG00000078237,57103,"Fructose-2,6-bisphosphatase TIGAR"
AHSA1,O95433,AHSA1:O95433:Oncology_II,AHSA1_11633_89,Olink Explore,SomaScan v4,Oncology_v1,SeqId.11633-89,OID31379,1189,AHSA1,608466,ENSG00000100591,10598,Activator of 90 kDa heat shock protein ATPase homolog 1
MRPL46,Q9H2W6,MRPL46:Q9H2W6:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20858,1192,MRPL46,611851,ENSG00000259494,26589,"39S ribosomal protein L46, mitochondrial"
SERPING1,P05155,SERPING1:P05155:Inflammation_II,SERPING1_4479_14,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4479-14,OID30777,1228,SERPING1,606860,ENSG00000149131,710,Plasma protease C1 inhibitor
CRNN,Q9UBG3,CRNN:Q9UBG3:Oncology,CRNN_17738_7,Olink Explore,SomaScan v4,Oncology_v1,SeqId.17738-7,OID21427,1230,CRNN,611312,ENSG00000143536,49860,Cornulin
EGLN1,Q9GZT9,EGLN1:Q9GZT9:Inflammation,EGLN1_9901_28,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.9901-28,OID20572,1232,EGLN1,606425,ENSG00000135766,54583,Egl nine homolog 1
C1QA,P02745,C1QA:P02745:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20654,1241,C1QA,120550,ENSG00000173372,712,Complement C1q subcomponent subunit A
C1QBP,Q07021,C1QBP:Q07021:Neurology_II,C1QBP_4967_1,Olink Explore,SomaScan v4,Neurology_v1,SeqId.4967-1,OID31007,1243,C1QBP,601269,ENSG00000108561,708,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
C1R,P00736,C1R:P00736:Inflammation_II,C1R_3285_23,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3285-23,OID30753,1246,C1R,613785,ENSG00000159403,715,Complement C1r subcomponent
C1S,P09871,C1S:P09871:Inflammation_II,C1S_8840_61,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.8840-61,OID30731,1247,C1S,120580,ENSG00000182326,716,Complement C1s subcomponent
C2,P06681,C2:P06681:Cardiometabolic,C2_3186_2,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3186-2,OID20410,1248,C2,613927,ENSG00000166278,717,Complement C2
FAM3B,P58499,FAM3B:P58499:Oncology,FAM3B_5618_50,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5618-50,OID21372,1253,FAM3B,608617,ENSG00000183844,54097,Protein FAM3B
FAM3B,P58499,FAM3B:P58499:Oncology,FAM3B_9177_6,Olink Explore,SomaScan v4,Oncology_v1,SeqId.9177-6,OID21372,1253,FAM3B,608617,ENSG00000183844,54097,Protein FAM3B
GATD3,P0DPI2,GATD3:P0DPI2:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30253,1273,GATD3,601659,ENSG00000160221,8209,"""Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial"""
C3,P01024,C3:P01024:Inflammation_II,C3_2683_1,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2683-1,OID30776,1318,C3,120700,ENSG00000125730,718,Complement C3
C3,P01024,C3:P01024:Inflammation_II,C3_2754_50,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2754-50,OID30776,1318,C3,120700,ENSG00000125730,718,Complement C3
C3,P01024,C3:P01024:Inflammation_II,C3_4480_59,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4480-59,OID30776,1318,C3,120700,ENSG00000125730,718,Complement C3
C3,P01024,C3:P01024:Inflammation_II,C3_5803_24,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5803-24,OID30776,1318,C3,120700,ENSG00000125730,718,Complement C3
C4BPB,P20851,C4BPB:P20851:Oncology,C4BPB_7155_46,Olink Explore,SomaScan v4,Oncology_v1,SeqId.7155-46,OID21481,1328,C4BPB,120831,ENSG00000123843,725,C4b-binding protein beta chain
C5,P01031,C5:P01031:Inflammation_II,C5_2851_63,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2851-63,OID30744,1331,C5,120900,ENSG00000106804,727,Complement C5
C5,P01031,C5:P01031:Inflammation_II,C5_2381_52,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2381-52,OID30744,1331,C5,120900,ENSG00000106804,727,Complement C5
C7,P10643,C7:P10643:Inflammation_II,C7_2888_49,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2888-49,OID30766,1346,C7,217070,ENSG00000112936,730,Complement component C7
SAMD9L,Q8IVG5,SAMD9L:Q8IVG5:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20536,1349,SAMD9L,611170,ENSG00000177409,219285,Sterile alpha motif domain-containing protein 9-like
C8B,P07358,C8B:P07358:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30719,1353,C8B,120960,ENSG00000021852,732,Complement component C8 beta chain
C9,P02748,C9:P02748:Inflammation_II,C9_3060_43,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3060-43,OID30698,1358,C9,120940,ENSG00000113600,735,Complement component C9
ADAMTS13,Q76LX8,ADAMTS13:Q76LX8:Cardiometabolic,ADAMTS13_3175_51,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3175-51,OID20249,1366,ADAMTS13,604134,ENSG00000160323,11093,A disintegrin and metalloproteinase with thrombospondin motifs 13
CA1,P00915,CA1:P00915:Cardiometabolic,CA1_4969_2,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.4969-2,OID20409,1368,CA1,114800,ENSG00000133742,759,Carbonic anhydrase 1
CA11,O75493,CA11:O75493:Oncology,CA11_8859_51,Olink Explore,SomaScan v4,Oncology_v1,SeqId.8859-51,OID21195,1370,CA11,604644,ENSG00000063180,770,Carbonic anhydrase-related protein 11
CA12,O43570,CA12:O43570:Oncology,CA12_19347_37,Olink Explore,SomaScan v4,Oncology_v1,SeqId.19347-37,OID21344,1371,CA12,603263,ENSG00000074410,771,Carbonic anhydrase 12
CA14,Q9ULX7,CA14:Q9ULX7:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21401,1372,CA14,604832,ENSG00000118298,23632,Carbonic anhydrase 14
CA2,P00918,CA2:P00918:Neurology,0,Olink Explore,0,Neurology_v1,0,OID21149,1373,CA2,611492,ENSG00000104267,760,Carbonic anhydrase 2
CA3,P07451,CA3:P07451:Cardiometabolic,CA3_3799_11,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3799-11,OID20271,1374,CA3,114750,ENSG00000164879,761,Carbonic anhydrase 3
CA4,P22748,CA4:P22748:Cardiometabolic,CA4_14069_61,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.14069-61,OID20241,1375,CA4,114760,ENSG00000167434,762,Carbonic anhydrase 4
CA5A,P35218,CA5A:P35218:Cardiometabolic,CA5A_8791_151,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.8791-151,OID20075,1377,CA5A,114761,ENSG00000174990,763,"Carbonic anhydrase 5A, mitochondrial"
CA6,P23280,CA6:P23280:Neurology,CA6_3352_80,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3352-80,OID21096,1380,CA6,114780,ENSG00000131686,765,Carbonic anhydrase 6
CA9,Q16790,CA9:Q16790:Oncology,CA9_3798_71,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3798-71,OID21417,1383,CA9,603179,ENSG00000107159,768,Carbonic anhydrase 9
CABP2,Q9NPB3,CABP2:Q9NPB3:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30916,1385,CABP2,607314,ENSG00000167791,51475,Calcium-binding protein 2
CACNB1,Q02641,CACNB1:Q02641:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30820,1401,CACNB1,114207,ENSG00000067191,782,Voltage-dependent L-type calcium channel subunit beta-1
CACNB3,P54284,CACNB3:P54284:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31039,1403,CACNB3,601958,ENSG00000167535,784,Voltage-dependent L-type calcium channel subunit beta-3
CADPS,Q9ULU8,CADPS:Q9ULU8:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30915,1426,CADPS,604667,ENSG00000163618,8618,Calcium-dependent secretion activator 1
CALB1,P05937,CALB1:P05937:Oncology,CALB1_9918_23,Olink Explore,SomaScan v4,Oncology_v1,SeqId.9918-23,OID21306,1434,CALB1,114050,ENSG00000104327,793,Calbindin
CALB2,P22676,CALB2:P22676:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20801,1435,CALB2,114051,ENSG00000172137,794,Calretinin
S100G,P29377,S100G:P29377:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31051,1436,S100G,302020,ENSG00000169906,795,Protein S100-G
CALCA,P01258,CALCA:P01258:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20983,1437,CALCA,114130,ENSG00000110680,796,Calcitonin
CALCB,P10092,CALCB:P10092:Neurology_II,CALCB_17170_15,Olink Explore,SomaScan v4,Neurology_v1,SeqId.17170-15,OID31100,1438,CALCB,114160,ENSG00000175868,797,Calcitonin gene-related peptide 2
CAMKK1,Q8N5S9,CAMKK1:Q8N5S9:Oncology,CAMKK1_18860_2,Olink Explore,SomaScan v4,Oncology_v1,SeqId.18860-2,OID21182,1469,CAMKK1,611411,ENSG00000004660,84254,Calcium/calmodulin-dependent protein kinase kinase 1
CAPG,P40121,CAPG:P40121:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21431,1474,CAPG,153615,ENSG00000042493,822,Macrophage-capping protein
CAPN3,P20807,CAPN3:P20807:Oncology_II,CAPN3_12385_4,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12385-4,OID31384,1480,CAPN3,114240,ENSG00000092529,825,Calpain-3
CAPS,Q13938,CAPS:Q13938:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31126,1487,CAPS,114212,ENSG00000105519,828,Calcyphosin
SHPK,Q9UHJ6,SHPK:Q9UHJ6:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31292,1492,SHPK,605060,ENSG00000197417,23729,Sedoheptulokinase
CASP1,P29466,CASP1:P29466:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20854,1499,CASP1,147678,ENSG00000137752,834,Caspase-1
CASP10,Q92851,CASP10:Q92851:Neurology,CASP10_5340_24,Olink Explore,SomaScan v4,Neurology_v1,SeqId.5340-24,OID20893,1500,CASP10,601762,ENSG00000003400,843,Caspase-10
CASP2,P42575,CASP2:P42575:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20555,1503,CASP2,600639,ENSG00000106144,835,Caspase-2
CASP3,P42574,CASP3:P42574:Cardiometabolic,CASP3_3593_72,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3593-72,OID20305,1504,CASP3,600636,ENSG00000164305,836,Caspase-3
CASP4,P49662,CASP4:P49662:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31276,1505,CASP4,602664,ENSG00000196954,837,Caspase-4
CASP7,P55210,CASP7:P55210:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31135,1508,CASP7,601761,ENSG00000165806,840,Caspase-7
CASP8,Q14790,CASP8:Q14790:Oncology,CASP8_18158_45,Olink Explore,SomaScan v4,Oncology_v1,SeqId.18158-45,OID21414,1509,CASP8,601763,ENSG00000064012,841,Caspase-8
